Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
I2,21/09/13,Pescara,Bari,0,1,A,0,1,A,1.65,3.5,5.75,1.6,3.55,5.75,1.65,3.3,4.9,1.65,3.4,5.2,1.65,3.8,6.27,1.67,3.5,4.8,1.62,3.5,5.5,1.65,3.8,5.5,36,1.7,1.62,3.78,3.52,6.28,5.35,30,1.99,1.9,2.02,1.88,18,-1,2.26,2.13,1.79,1.73
I2,21/09/13,Reggina,Novara,1,1,D,0,1,A,2.8,3.1,2.6,2.65,2.95,2.75,2.7,2.9,2.6,2.63,3.1,2.55,2.93,3.15,2.69,2.6,3.1,2.6,2.75,3,2.63,2.8,3.12,2.62,36,2.93,2.7,3.15,3.02,2.82,2.59,30,2.25,2.12,1.8,1.7,16,0,2.04,1.96,1.92,1.86
I2,21/09/13,Siena,Ternana,1,1,D,0,1,A,1.65,3.6,5.5,1.65,3.5,5.25,1.7,3.3,4.5,1.7,3.3,4.8,1.71,3.55,6.06,1.7,3.4,4.8,1.67,3.5,5.25,1.7,3.6,5.5,36,1.73,1.67,3.8,3.45,6.31,5.08,30,2.14,2.05,1.85,1.75,15,-0.5,1.73,1.69,2.28,2.22
I2,24/09/13,Bari,Palermo,2,1,H,1,0,H,3.2,3.25,2.25,,,,3.3,2.8,2.2,3.2,2.9,2.25,3.21,3.37,2.37,3.1,3.1,2.25,3.2,3.13,2.25,3.25,3.25,2.3,32,3.45,3.19,3.37,3.08,2.37,2.24,23,2.38,2.23,1.73,1.62,17,0,2.38,2.27,1.69,1.62
I2,24/09/13,Carpi,Brescia,0,0,D,0,0,D,3.75,3.2,2.05,3.3,3.1,2.2,3.3,3,2.1,3.5,3.1,2.05,3.79,3.17,2.22,3.3,3.1,2.15,3.13,3.13,2.3,3.6,3.2,2.2,31,3.79,3.45,3.25,3.07,2.27,2.14,27,2.3,2.15,1.79,1.67,14,0.25,2.04,2,1.9,1.86
I2,24/09/13,Crotone,Modena,3,1,H,2,0,H,2.25,3.2,3.25,2.3,3,3.2,2.3,2.9,3,2.3,2.9,3.1,2.41,3.06,3.46,2.3,3.1,3,2.3,3.13,3.13,2.38,3.2,3.13,32,2.41,2.3,3.2,3.02,3.46,3.13,28,2.21,2.12,1.8,1.7,16,0,1.7,1.66,2.36,2.23
I2,24/09/13,Empoli,Siena,0,0,D,0,0,D,2.1,3.2,3.6,2,3.2,3.75,2.2,2.9,3.2,2.1,3.1,3.25,2.14,3.3,3.85,2.1,3.1,3.5,2.25,3,3.25,2.1,3.3,3.6,32,2.25,2.15,3.3,3.11,3.85,3.39,28,1.96,1.9,2,1.88,14,-0.5,2.27,2.15,1.8,1.73
I2,24/09/13,Juve Stabia,Virtus Lanciano,0,1,A,0,1,A,2.2,3.1,3.5,2.1,3.1,3.5,2.1,3,3.3,2.1,3,3.4,2.15,3.27,3.89,2.1,3.1,3.4,2.1,3,3.5,2.1,3.25,3.7,32,2.3,2.12,3.27,3.12,3.9,3.46,28,2.25,2.15,1.77,1.68,14,-0.5,2.16,2.1,1.8,1.76
I2,24/09/13,Novara,Cittadella,2,2,D,2,1,H,1.62,3.6,6,1.6,3.65,5.5,1.65,3.4,4.7,1.62,3.5,5.5,1.63,4.1,5.97,1.65,3.5,5,1.62,3.5,5.75,1.62,3.8,5.75,32,1.67,1.61,4.1,3.59,6.8,5.43,28,2.15,2.06,1.81,1.74,17,-1,2.19,2.12,1.84,1.74
I2,24/09/13,Padova,Latina,0,0,D,0,0,D,1.73,3.4,5.25,1.75,3.4,4.65,1.85,3.1,4,1.8,3.2,4.33,1.83,3.69,4.71,1.73,3.3,4.8,1.73,3.4,4.8,1.8,3.5,4.6,32,1.85,1.78,3.69,3.36,5.25,4.48,28,2.23,2.15,1.78,1.68,14,-0.75,2.14,2.08,1.81,1.78
I2,24/09/13,Pescara,Avellino,1,1,D,1,0,H,1.75,3.4,5,1.7,3.5,4.75,1.8,3.1,4.2,1.75,3.3,4.33,1.87,3.47,4.83,1.83,3.4,4,1.8,3.5,4.33,1.83,3.5,4.6,32,1.87,1.78,3.55,3.39,5.1,4.41,28,2.06,2,1.9,1.79,14,-0.5,1.87,1.81,2.11,2.05
I2,24/09/13,Ternana,Spezia,1,2,A,0,1,A,2.3,3.1,3.3,2.2,2.95,3.45,2.2,2.8,3.3,2.25,2.9,3.2,2.28,3.3,3.47,2.25,3,3.2,2.25,3,3.3,2.25,3.2,3.4,32,2.42,2.24,3.3,3.03,3.47,3.25,23,2.5,2.36,1.66,1.56,16,0,1.65,1.59,2.45,2.35
I2,24/09/13,Trapani,Cesena,0,1,A,0,1,A,2.15,3.2,3.5,2.15,3.1,3.4,2.2,2.9,3.2,2.1,3.1,3.25,2.15,3.45,3.64,2.15,3.2,3.2,2.1,3.13,3.5,2.1,3.4,3.5,32,2.25,2.13,3.45,3.13,3.65,3.4,28,2.08,1.99,1.9,1.79,14,-0.25,1.88,1.85,2.07,2.01
I2,24/09/13,Varese,Reggina,1,0,H,0,0,D,1.8,3.3,4.75,1.8,3.4,4.3,1.85,3.1,4,1.8,3.25,4.5,1.88,3.64,4.48,1.83,3.4,4,1.8,3.25,4.5,1.85,3.6,4.4,32,1.88,1.82,3.64,3.31,5.1,4.33,28,2.15,2.07,1.85,1.74,14,-0.5,1.9,1.85,2.08,2.02
I2,28/09/13,Cittadella,Crotone,1,0,H,0,0,D,2.4,3.1,3.1,2.35,3,3.1,2.4,2.9,2.9,2.3,3,3,2.41,3.34,3.17,2.3,3,3.1,2.4,3,3,2.45,3.3,2.9,29,2.45,2.37,3.34,3.05,3.35,3,25,2.15,2.08,1.81,1.74,15,0,1.77,1.71,2.25,2.15
I2,28/09/13,Latina,Brescia,2,0,H,1,0,H,3.25,3.1,2.3,3.2,3.1,2.25,3.2,2.9,2.2,3.1,3,2.25,3.29,3.21,2.41,3.2,2.9,2.3,3.2,3,2.3,3.2,3.2,2.38,29,3.4,3.13,3.25,3.05,2.43,2.29,19,2.38,2.25,1.7,1.61,15,0,2.33,2.26,1.69,1.65
I2,28/09/13,Modena,Padova,3,1,H,2,0,H,2,3.2,4,1.95,3.2,3.9,2,2.9,3.7,2,3.1,3.6,2.15,3.24,3.89,2.05,3,3.75,2.05,3.2,3.6,2.1,3.25,3.75,29,2.15,2.04,3.4,3.19,4.05,3.59,25,2.15,2.06,1.83,1.75,14,-0.25,1.85,1.8,2.11,2.07
