Id,event_id,title,title2,pos,knockout,start_at,end_at,auto,created_at,updated_at
144,11,Matchday 1,,1,False,2013-01-19,2013-01-22,False,2014-10-17T00:54:22.6906580-04:00,2014-10-17T00:54:22.8657070-04:00
145,11,Matchday 2,,2,False,2013-01-23,2013-01-26,False,2014-10-17T00:54:22.7159070-04:00,2014-10-17T00:54:22.8682770-04:00
146,11,Matchday 3,,3,False,2013-01-27,2013-01-30,False,2014-10-17T00:54:22.7265370-04:00,2014-10-17T00:54:22.8704830-04:00
147,11,Quarter-finals,,4,False,2013-02-02,2013-02-03,False,2014-10-17T00:54:22.8221420-04:00,2014-10-17T00:54:22.8726390-04:00
148,11,Semi-finals,,5,False,2013-02-06,2013-02-06,False,2014-10-17T00:54:22.8425190-04:00,2014-10-17T00:54:22.8745900-04:00
149,11,Third place,,6,False,2013-02-09,2013-02-09,False,2014-10-17T00:54:22.8525710-04:00,2014-10-17T00:54:22.8766310-04:00
150,11,Final,,7,False,2013-02-10,2013-02-10,False,2014-10-17T00:54:22.8583880-04:00,2014-10-17T00:54:22.8786060-04:00
151,12,Matchday 1,,1,False,2011-07-01,2011-07-01,False,2014-10-17T00:54:25.4196630-04:00,2014-10-17T00:54:25.4196630-04:00
152,12,Matchday 2,,2,False,2011-07-02,2011-07-02,False,2014-10-17T00:54:25.4226590-04:00,2014-10-17T00:54:25.4226590-04:00
153,12,Matchday 3,,3,False,2011-07-03,2011-07-03,False,2014-10-17T00:54:25.4256400-04:00,2014-10-17T00:54:25.4256400-04:00
154,12,Matchday 4,,4,False,2011-07-04,2011-07-04,False,2014-10-17T00:54:25.4280220-04:00,2014-10-17T00:54:25.4280220-04:00
155,12,Matchday 5,,5,False,2011-07-06,2011-07-06,False,2014-10-17T00:54:25.4303160-04:00,2014-10-17T00:54:25.4303160-04:00
156,12,Matchday 6,,6,False,2011-07-07,2011-07-07,False,2014-10-17T00:54:25.4325610-04:00,2014-10-17T00:54:25.4325610-04:00
157,12,Matchday 7,,7,False,2011-07-08,2011-07-08,False,2014-10-17T00:54:25.4347930-04:00,2014-10-17T00:54:25.4347930-04:00
158,12,Matchday 8,,8,False,2011-07-09,2011-07-09,False,2014-10-17T00:54:25.4366340-04:00,2014-10-17T00:54:25.4366340-04:00
159,12,Matchday 9,,9,False,2011-07-10,2011-07-10,False,2014-10-17T00:54:25.4385210-04:00,2014-10-17T00:54:25.4385210-04:00
160,12,Matchday 10,,10,False,2011-07-11,2011-07-11,False,2014-10-17T00:54:25.4404050-04:00,2014-10-17T00:54:25.4404050-04:00
161,12,Matchday 11,,11,False,2011-07-12,2011-07-12,False,2014-10-17T00:54:25.4422680-04:00,2014-10-17T00:54:25.4422680-04:00
162,12,Matchday 12,,12,False,2011-07-13,2011-07-13,False,2014-10-17T00:54:25.4440420-04:00,2014-10-17T00:54:25.4440420-04:00
163,12,Quarterfinals,,13,False,2011-07-16,2011-07-17,False,2014-10-17T00:54:25.5636750-04:00,2014-10-17T00:54:25.6147140-04:00
164,12,Semifinals,,14,False,2011-07-19,2011-07-20,False,2014-10-17T00:54:25.5827480-04:00,2014-10-17T00:54:25.6178220-04:00
165,12,Third-place play-off,,15,False,2011-07-23,2011-07-23,False,2014-10-17T00:54:25.5965370-04:00,2014-10-17T00:54:25.6203050-04:00
166,12,Final,,16,False,2011-07-24,2011-07-24,False,2014-10-17T00:54:25.6070360-04:00,2014-10-17T00:54:25.6226220-04:00
167,14,29. Runde,,29,False,2012-04-07,2012-04-08,False,2014-10-17T00:54:28.6615560-04:00,2014-10-17T00:54:28.8893910-04:00
168,14,30. Runde,,30,False,2012-04-14,2012-04-15,False,2014-10-17T00:54:28.7025120-04:00,2014-10-17T00:54:28.8918610-04:00
169,14,31. Runde,,31,False,2012-04-21,2012-04-22,False,2014-10-17T00:54:28.7274500-04:00,2014-10-17T00:54:28.8941680-04:00
170,14,32. Runde,,32,False,2012-04-28,2012-04-29,False,2014-10-17T00:54:28.7572940-04:00,2014-10-17T00:54:28.8965410-04:00
171,14,33. Runde,,33,False,2012-05-05,2012-05-06,False,2014-10-17T00:54:28.7816180-04:00,2014-10-17T00:54:28.8991170-04:00
172,14,34. Runde,,34,False,2012-05-10,2012-05-10,False,2014-10-17T00:54:28.8064750-04:00,2014-10-17T00:54:28.9014140-04:00
