Id,key,name,synonyms,code,born_at,city_id,region_id,country_id,nationality_id,created_at,updated_at
169,nakamura,Nakamura,Kengo Nakamura,,1980-10-31,,,60,60,2014-10-17T00:54:06.3470810-04:00,2014-10-17T00:54:06.3470810-04:00
170,hasebe,Hasebe,Makoto Hasebe,,1984-01-18,,,60,60,2014-10-17T00:54:06.3488230-04:00,2014-10-17T00:54:06.3488230-04:00
171,takahashi,Takahashi,Hideto Takahashi,,1987-10-17,,,60,60,2014-10-17T00:54:06.3505900-04:00,2014-10-17T00:54:06.3505900-04:00
172,hotaruyamaguchi,Hotaru Yamaguchi,,,1990-10-06,,,60,60,2014-10-17T00:54:06.3528630-04:00,2014-10-17T00:54:06.3528630-04:00
173,toshihiroaoyama,Toshihiro Aoyama,,,1986-02-22,,,60,60,2014-10-17T00:54:06.3550740-04:00,2014-10-17T00:54:06.3550740-04:00
174,kiyotake,Kiyotake,Hiroshi Kiyotake,,1989-11-12,,,60,60,2014-10-17T00:54:06.3568590-04:00,2014-10-17T00:54:06.3568590-04:00
175,okazaki,Okazaki,Shinji Okazaki,,1986-04-16,,,60,60,2014-10-17T00:54:06.3586190-04:00,2014-10-17T00:54:06.3586190-04:00
176,kagawa,Kagawa,Shinji Kagawa,,1989-03-17,,,60,60,2014-10-17T00:54:06.3604140-04:00,2014-10-17T00:54:06.3604140-04:00
177,havenaar,Havenaar,Mike Havenaar,,1987-05-20,,,60,60,2014-10-17T00:54:06.3623330-04:00,2014-10-17T00:54:06.3623330-04:00
178,maeda,Maeda,RyÅichi Maeda,,1981-10-09,,,60,60,2014-10-17T00:54:06.3642830-04:00,2014-10-17T00:54:06.3642830-04:00
179,inui,Inui,Takashi Inui,,1988-06-02,,,60,60,2014-10-17T00:54:06.3660960-04:00,2014-10-17T00:54:06.3660960-04:00
180,yoshitookubo,Yoshito ÅŒkubo,,,1982-06-09,,,60,60,2014-10-17T00:54:06.3677930-04:00,2014-10-17T00:54:06.3677930-04:00
181,yoichirokakitani,Yoichiro Kakitani,,,1990-01-03,,,60,60,2014-10-17T00:54:06.3702610-04:00,2014-10-17T00:54:06.3702610-04:00
182,yuyaosako,Yuya Osako,,,1990-05-18,,,60,60,2014-10-17T00:54:06.3725690-04:00,2014-10-17T00:54:06.3725690-04:00
183,manabusaito,Manabu SaitÅ,,,1990-04-04,,,60,60,2014-10-17T00:54:06.3742980-04:00,2014-10-17T00:54:06.3742980-04:00
184,jungsungryong,Jung Sung-Ryong,,,1985-01-04,,,62,62,2014-10-17T00:54:06.3775960-04:00,2014-10-17T00:54:06.3775960-04:00
185,kimseunggyu,Kim Seung-Gyu,,,1990-09-30,,,62,62,2014-10-17T00:54:06.3793460-04:00,2014-10-17T00:54:06.3793460-04:00
186,leebumyoung,Lee Bum-Young,,,1989-04-02,,,62,62,2014-10-17T00:54:06.3810710-04:00,2014-10-17T00:54:06.3810710-04:00
187,kwaktaehwi,Kwak Tae-Hwi,,,1981-07-08,,,62,62,2014-10-17T00:54:06.3827130-04:00,2014-10-17T00:54:06.3827130-04:00
188,hongjeongho,Hong Jeong-Ho,,,1989-08-12,,,62,62,2014-10-17T00:54:06.3845570-04:00,2014-10-17T00:54:06.3845570-04:00
189,kimyounggwon,Kim Young-Gwon,,,1990-02-27,,,62,62,2014-10-17T00:54:06.3862110-04:00,2014-10-17T00:54:06.3862110-04:00
190,leeyong,Lee Yong,,,1986-12-24,,,62,62,2014-10-17T00:54:06.3879080-04:00,2014-10-17T00:54:06.3879080-04:00
191,kimjinsu,Kim Jin-Su,,,1992-06-13,,,62,62,2014-10-17T00:54:06.3897070-04:00,2014-10-17T00:54:06.3897070-04:00
192,kimchangsoo,Kim Chang-Soo,,,1985-09-12,,,62,62,2014-10-17T00:54:06.3915170-04:00,2014-10-17T00:54:06.3915170-04:00
193,hwangseokho,Hwang Seok-Ho,,,1989-06-27,,,62,62,2014-10-17T00:54:06.3932510-04:00,2014-10-17T00:54:06.3932510-04:00
194,yunsukyoung,Yun Suk-Young,,,1990-02-13,,,62,62,2014-10-17T00:54:06.3950630-04:00,2014-10-17T00:54:06.3950630-04:00
195,kisungyueng,Ki Sung-Yueng,,,1989-01-24,,,62,62,2014-10-17T00:54:06.3968170-04:00,2014-10-17T00:54:06.3968170-04:00
196,leechungyong,Lee Chung-Yong,,,1988-07-02,,,62,62,2014-10-17T00:54:06.3990900-04:00,2014-10-17T00:54:06.3990900-04:00
197,koojacheol,Koo Ja-Cheol,,,1989-02-27,,,62,62,2014-10-17T00:54:06.4013260-04:00,2014-10-17T00:54:06.4013260-04:00
198,kimbokyung,Kim Bo-Kyung,,,1989-10-06,,,62,62,2014-10-17T00:54:06.4031360-04:00,2014-10-17T00:54:06.4031360-04:00
199,hadaesung,Ha Dae-Sung,,,1985-03-02,,,62,62,2014-10-17T00:54:06.4048370-04:00,2014-10-17T00:54:06.4048370-04:00
200,parkjongwoo,Park Jong-Woo,,,1989-03-10,,,62,62,2014-10-17T00:54:06.4065940-04:00,2014-10-17T00:54:06.4065940-04:00
201,hankookyoung,Han Kook-Young,,,1990-04-19,,,62,62,2014-10-17T00:54:06.4083580-04:00,2014-10-17T00:54:06.4083580-04:00
202,parkchuyoung,Park Chu-Young,,,1985-07-10,,,62,62,2014-10-17T00:54:06.4101520-04:00,2014-10-17T00:54:06.4101520-04:00
203,leekeunho,Lee Keun-Ho,,,1985-04-11,,,62,62,2014-10-17T00:54:06.4124120-04:00,2014-10-17T00:54:06.4124120-04:00
204,kimshinwook,Kim Shin-Wook,,,1988-04-14,,,62,62,2014-10-17T00:54:06.4149310-04:00,2014-10-17T00:54:06.4149310-04:00
205,jidongwon,Ji Dong-Won,,,1991-05-28,,,62,62,2014-10-17T00:54:06.4167600-04:00,2014-10-17T00:54:06.4167600-04:00
206,sonheungmin,Son Heung-Min,,,1992-07-08,,,62,62,2014-10-17T00:54:06.4185640-04:00,2014-10-17T00:54:06.4185640-04:00
207,keylornavas,Keylor Navas,,,1986-12-15,,,100,100,2014-10-17T00:54:06.4222780-04:00,2014-10-17T00:54:06.4222780-04:00
208,patrickpemberton,Patrick Pemberton,,,1982-04-24,,,100,100,2014-10-17T00:54:06.4240460-04:00,2014-10-17T00:54:06.4240460-04:00
209,danielcambronero,Daniel Cambronero,,,,,,100,100,2014-10-17T00:54:06.4313140-04:00,2014-10-17T00:54:06.4313140-04:00
210,estebanalvarado,Esteban Alvarado,,,1989-04-28,,,100,100,2014-10-17T00:54:06.4331440-04:00,2014-10-17T00:54:06.4331440-04:00
211,michaelumana,Michael UmaÃ±a,,,1982-07-16,,,100,100,2014-10-17T00:54:06.4353800-04:00,2014-10-17T00:54:06.4353800-04:00
212,juniordiaz,JÃºnior DÃ­az,,,1983-09-12,,,100,100,2014-10-17T00:54:06.4387280-04:00,2014-10-17T00:54:06.4387280-04:00
213,roymiller,Roy Miller,,,1984-11-24,,,100,100,2014-10-17T00:54:06.4414430-04:00,2014-10-17T00:54:06.4414430-04:00
214,giancarlogonzalez,Giancarlo GonzÃ¡lez,,,1988-02-08,,,100,100,2014-10-17T00:54:06.4431900-04:00,2014-10-17T00:54:06.4431900-04:00
215,johnnyacosta,Johnny Acosta,,,1983-07-21,,,100,100,2014-10-17T00:54:06.4449400-04:00,2014-10-17T00:54:06.4449400-04:00
216,cristiangamboa,Cristian Gamboa,,,1989-10-24,,,100,100,2014-10-17T00:54:06.4505310-04:00,2014-10-17T00:54:06.4505310-04:00
217,Ã“scarduarte,Ã“scar Duarte,,,1989-06-03,,,100,100,2014-10-17T00:54:06.4522780-04:00,2014-10-17T00:54:06.4522780-04:00
218,heinermora,Heiner Mora,,,1984-06-20,,,100,100,2014-10-17T00:54:06.4540770-04:00,2014-10-17T00:54:06.4540770-04:00
219,kendallwaston,Kendall Waston,,,1988-01-01,,,100,100,2014-10-17T00:54:06.4557350-04:00,2014-10-17T00:54:06.4557350-04:00
220,waylonfrancis,Waylon Francis,,,1990-09-20,,,100,100,2014-10-17T00:54:06.4581820-04:00,2014-10-17T00:54:06.4581820-04:00
221,celsoborges,Celso Borges,,,1988-05-27,,,100,100,2014-10-17T00:54:06.4603430-04:00,2014-10-17T00:54:06.4603430-04:00
222,christianbolanos,Christian BolaÃ±os,,,1984-05-17,,,100,100,2014-10-17T00:54:06.4621200-04:00,2014-10-17T00:54:06.4621200-04:00
223,michaelbarrantes,Michael Barrantes,,,1983-10-04,,,100,100,2014-10-17T00:54:06.4639350-04:00,2014-10-17T00:54:06.4639350-04:00
224,carloshernandez,Carlos HernÃ¡ndez,,,1982-04-09,,,100,100,2014-10-17T00:54:06.4656900-04:00,2014-10-17T00:54:06.4656900-04:00
225,josemiguelcubero,JosÃ© Miguel Cubero,,,1987-02-14,,,100,100,2014-10-17T00:54:06.4674010-04:00,2014-10-17T00:54:06.4674010-04:00
226,yeltsintejeda,Yeltsin Tejeda,,,1992-03-17,,,100,100,2014-10-17T00:54:06.4696360-04:00,2014-10-17T00:54:06.4696360-04:00
227,arielrodriguez,Ariel RodrÃ­guez,,,1986-04-22,,,100,100,2014-10-17T00:54:06.4718780-04:00,2014-10-17T00:54:06.4718780-04:00
228,estebangranados,Esteban Granados,,,1985-10-25,,,100,100,2014-10-17T00:54:06.4739790-04:00,2014-10-17T00:54:06.4739790-04:00
229,diegocalvo,Diego Calvo,,,1991-03-25,,,100,100,2014-10-17T00:54:06.4756300-04:00,2014-10-17T00:54:06.4756300-04:00
230,hansellarauz,Hansell Arauz,,,1989-08-09,,,100,100,2014-10-17T00:54:06.4772690-04:00,2014-10-17T00:54:06.4772690-04:00
231,alvarosaborio,Ãlvaro SaborÃ­o,,,1982-03-25,,,100,100,2014-10-17T00:54:06.4795090-04:00,2014-10-17T00:54:06.4795090-04:00
232,bryanruiz,Bryan Ruiz,,,1985-08-18,,,100,100,2014-10-17T00:54:06.4816260-04:00,2014-10-17T00:54:06.4816260-04:00
233,randallbrenes,Randall Brenes,,,1983-08-13,,,100,100,2014-10-17T00:54:06.4832790-04:00,2014-10-17T00:54:06.4832790-04:00
234,joelcampbell,Joel Campbell,,,1992-06-26,,,100,100,2014-10-17T00:54:06.4847980-04:00,2014-10-17T00:54:06.4847980-04:00
235,marcourena,Marco UreÃ±a,,,1990-03-05,,,100,100,2014-10-17T00:54:06.4863190-04:00,2014-10-17T00:54:06.4863190-04:00
236,jairoarrieta,Jairo Arrieta,,,1983-08-25,,,100,100,2014-10-17T00:54:06.4879350-04:00,2014-10-17T00:54:06.4879350-04:00
237,noelvalladares,Noel Valladares,,,1977-05-03,,,101,101,2014-10-17T00:54:06.4921240-04:00,2014-10-17T00:54:06.4921240-04:00
238,donisescober,Donis Escober,,,1980-02-03,,,101,101,2014-10-17T00:54:06.4940080-04:00,2014-10-17T00:54:06.4940080-04:00
239,luislopez,Luis LÃ³pez,,,1993-09-13,,,101,101,2014-10-17T00:54:06.4958040-04:00,2014-10-17T00:54:06.4958040-04:00
240,maynorfigueroa,Maynor Figueroa,,,1983-05-02,,,101,101,2014-10-17T00:54:06.4976100-04:00,2014-10-17T00:54:06.4976100-04:00
241,victorbernardez,VÃ­ctor BernÃ¡rdez,,,1982-05-24,,,101,101,2014-10-17T00:54:06.4999180-04:00,2014-10-17T00:54:06.4999180-04:00
242,emilioizaguirre,Emilio Izaguirre,,,1986-05-10,,,101,101,2014-10-17T00:54:06.5021470-04:00,2014-10-17T00:54:06.5021470-04:00
243,osmanchavez,Osman ChÃ¡vez,,,1984-07-29,,,101,101,2014-10-17T00:54:06.5039340-04:00,2014-10-17T00:54:06.5039340-04:00
244,juancarlosgarcia,Juan Carlos GarcÃ­a,,,1988-03-08,,,101,101,2014-10-17T00:54:06.5057140-04:00,2014-10-17T00:54:06.5057140-04:00
245,brayanbeckeles,Brayan Beckeles,,,1985-11-28,,,101,101,2014-10-17T00:54:06.5074680-04:00,2014-10-17T00:54:06.5074680-04:00
246,juanpablomontes,Juan Pablo Montes,,,1985-10-26,,,101,101,2014-10-17T00:54:06.5092330-04:00,2014-10-17T00:54:06.5092330-04:00
247,wilsonpalacios,Wilson Palacios,,,1984-07-29,,,101,101,2014-10-17T00:54:06.5109970-04:00,2014-10-17T00:54:06.5109970-04:00
248,Ã“scargarcia,Ã“scar GarcÃ­a,,,1984-09-04,,,101,101,2014-10-17T00:54:06.5125890-04:00,2014-10-17T00:54:06.5125890-04:00
249,jorgeclaros,Jorge Claros,,,1986-01-08,,,101,101,2014-10-17T00:54:06.5143820-04:00,2014-10-17T00:54:06.5143820-04:00
250,marvinchavez,Marvin ChÃ¡vez,,,1983-11-03,,,101,101,2014-10-17T00:54:06.5160060-04:00,2014-10-17T00:54:06.5160060-04:00
251,rogerespinoza,Roger Espinoza,,,1986-10-25,,,101,101,2014-10-17T00:54:06.5177720-04:00,2014-10-17T00:54:06.5177720-04:00
252,mariomartinez,Mario MartÃ­nez,,,1989-07-30,,,101,101,2014-10-17T00:54:06.5195550-04:00,2014-10-17T00:54:06.5195550-04:00
253,arnoldperalta,Arnold Peralta,,,1989-03-29,,,101,101,2014-10-17T00:54:06.5213220-04:00,2014-10-17T00:54:06.5213220-04:00
254,luisgarrido,Luis Garrido,,,1990-11-05,,,101,101,2014-10-17T00:54:06.5230200-04:00,2014-10-17T00:54:06.5230200-04:00
255,andynajar,Andy Najar,,,1993-03-16,,,101,101,2014-10-17T00:54:06.5251890-04:00,2014-10-17T00:54:06.5251890-04:00
256,carlocostly,Carlo Costly,,,1982-07-18,,,101,101,2014-10-17T00:54:06.5277270-04:00,2014-10-17T00:54:06.5277270-04:00
257,jerrybengtson,Jerry Bengtson,,,1987-04-08,,,101,101,2014-10-17T00:54:06.5298270-04:00,2014-10-17T00:54:06.5298270-04:00
258,jerrypalacios,Jerry Palacios,,,1981-11-01,,,101,101,2014-10-17T00:54:06.5316280-04:00,2014-10-17T00:54:06.5316280-04:00
259,ronymartinez,Rony MartÃ­nez,,,1988-10-16,,,101,101,2014-10-17T00:54:06.5334960-04:00,2014-10-17T00:54:06.5334960-04:00
260,asmirbegovic,Asmir BegoviÄ‡,,,1987-06-20,,,146,146,2014-10-17T00:54:06.5388230-04:00,2014-10-17T00:54:06.5388230-04:00
261,asmiravdukic,Asmir AvdukiÄ‡,,,1981-05-13,,,146,146,2014-10-17T00:54:06.5407130-04:00,2014-10-17T00:54:06.5407130-04:00
262,jasminfejzic,Jasmin FejziÄ‡,,,1986-05-15,,,146,146,2014-10-17T00:54:06.5424570-04:00,2014-10-17T00:54:06.5424570-04:00
263,dejanbandovic,Dejan BandoviÄ‡,,,1983-06-11,,,146,146,2014-10-17T00:54:06.5442410-04:00,2014-10-17T00:54:06.5442410-04:00
264,emirspahic,Emir SpahiÄ‡,,,1980-08-18,,,146,146,2014-10-17T00:54:06.5459760-04:00,2014-10-17T00:54:06.5459760-04:00
265,mensurmujdza,Mensur MujdÅ¾a,,,1984-03-28,,,146,146,2014-10-17T00:54:06.5477440-04:00,2014-10-17T00:54:06.5477440-04:00
266,avdijavrsajevic,Avdija VrÅ¡ajeviÄ‡,,,1986-03-06,,,146,146,2014-10-17T00:54:06.5580690-04:00,2014-10-17T00:54:06.5580690-04:00
267,ognjenvranjes,Ognjen VranjeÅ¡,,,1989-10-24,,,146,146,2014-10-17T00:54:06.5648850-04:00,2014-10-17T00:54:06.5648850-04:00
268,erminbicakcic,Ermin BiÄakÄiÄ‡,,,1990-01-24,,,146,146,2014-10-17T00:54:06.5674640-04:00,2014-10-17T00:54:06.5674640-04:00
269,ervinzukanovic,Ervin ZukanoviÄ‡,,,1987-02-11,,,146,146,2014-10-17T00:54:06.5698910-04:00,2014-10-17T00:54:06.5698910-04:00
270,tonisunjic,Toni Å unjiÄ‡,,,1988-12-15,,,146,146,2014-10-17T00:54:06.5730260-04:00,2014-10-17T00:54:06.5730260-04:00
271,seadkolasinac,Sead KolaÅ¡inac,,,1993-06-20,,,146,146,2014-10-17T00:54:06.5753400-04:00,2014-10-17T00:54:06.5753400-04:00
272,zvjezdanmisimovic,Zvjezdan MisimoviÄ‡,,,1982-06-05,,,146,146,2014-10-17T00:54:06.5771910-04:00,2014-10-17T00:54:06.5771910-04:00
273,miralempjanic,Miralem PjaniÄ‡,,,1990-04-02,,,146,146,2014-10-17T00:54:06.5789630-04:00,2014-10-17T00:54:06.5789630-04:00
274,senijadibricic,Senijad IbriÄiÄ‡,,,1985-09-26,,,146,146,2014-10-17T00:54:06.5808070-04:00,2014-10-17T00:54:06.5808070-04:00
275,sejadsalihovic,Sejad SalihoviÄ‡,,,1984-10-08,,,146,146,2014-10-17T00:54:06.5825590-04:00,2014-10-17T00:54:06.5825590-04:00
276,harismedunjanin,Haris Medunjanin,,,1985-03-08,,,146,146,2014-10-17T00:54:06.5843620-04:00,2014-10-17T00:54:06.5843620-04:00
277,senadlulic,Senad LuliÄ‡,,,1986-01-18,,,146,146,2014-10-17T00:54:06.5866170-04:00,2014-10-17T00:54:06.5866170-04:00
278,adnanzahirovic,Adnan ZahiroviÄ‡,,,1990-03-23,,,146,146,2014-10-17T00:54:06.5897140-04:00,2014-10-17T00:54:06.5897140-04:00
279,miroslavstevanovic,Miroslav StevanoviÄ‡,,,1990-07-29,,,146,146,2014-10-17T00:54:06.5915230-04:00,2014-10-17T00:54:06.5915230-04:00
280,muhamedbesic,Muhamed BeÅ¡iÄ‡,,,1992-09-10,,,146,146,2014-10-17T00:54:06.5931950-04:00,2014-10-17T00:54:06.5931950-04:00
281,izethajrovic,Izet HajroviÄ‡,,,1991-08-04,,,146,146,2014-10-17T00:54:06.5949350-04:00,2014-10-17T00:54:06.5949350-04:00
282,zorankvrzic,Zoran KvrÅ¾iÄ‡,,,1989-07-06,,,146,146,2014-10-17T00:54:06.5966840-04:00,2014-10-17T00:54:06.5966840-04:00
283,anelhadzic,Anel HadÅ¾iÄ‡,,,1989-08-16,,,146,146,2014-10-17T00:54:06.5983620-04:00,2014-10-17T00:54:06.5983620-04:00
284,tinosvensusic,Tino-Sven SuÅ¡iÄ‡,,,1992-02-13,,,146,146,2014-10-17T00:54:06.6002050-04:00,2014-10-17T00:54:06.6002050-04:00
285,srÄ‘anstanic,SrÄ‘an StaniÄ‡,,,1989-07-06,,,146,146,2014-10-17T00:54:06.6020370-04:00,2014-10-17T00:54:06.6020370-04:00
286,edindzeko,Edin DÅ¾eko,,,1986-03-17,,,146,146,2014-10-17T00:54:06.6065010-04:00,2014-10-17T00:54:06.6065010-04:00
287,vedadibisevic,Vedad IbiÅ¡eviÄ‡,,,1984-08-06,,,146,146,2014-10-17T00:54:06.6085130-04:00,2014-10-17T00:54:06.6085130-04:00
288,erminzec,Ermin Zec,,,1988-02-18,,,146,146,2014-10-17T00:54:06.6104040-04:00,2014-10-17T00:54:06.6104040-04:00
289,edinvisca,Edin ViÅ¡Ä‡a,,,1990-02-17,,,146,146,2014-10-17T00:54:06.6120330-04:00,2014-10-17T00:54:06.6120330-04:00
290,thibautcourtois,Thibaut Courtois,,,1992-05-11,,,107,107,2014-10-17T00:54:06.6157590-04:00,2014-10-17T00:54:06.6157590-04:00
291,simonmignolet,Simon Mignolet,,,1988-08-06,,,107,107,2014-10-17T00:54:06.6174960-04:00,2014-10-17T00:54:06.6174960-04:00
292,sammybossut,Sammy Bossut,,,1985-08-11,,,107,107,2014-10-17T00:54:06.6191780-04:00,2014-10-17T00:54:06.6191780-04:00
293,koencasteels,Koen Casteels,,,1992-06-25,,,107,107,2014-10-17T00:54:06.6211380-04:00,2014-10-17T00:54:06.6211380-04:00
294,danielvanbuyten,Daniel Van Buyten,,,1978-02-07,,,107,107,2014-10-17T00:54:06.6228440-04:00,2014-10-17T00:54:06.6228440-04:00
295,vincentkompany,Vincent Kompany,,,1986-04-10,,,107,107,2014-10-17T00:54:06.6245980-04:00,2014-10-17T00:54:06.6245980-04:00
296,janvertonghen,Jan Vertonghen,,,1987-04-24,,,107,107,2014-10-17T00:54:06.6264460-04:00,2014-10-17T00:54:06.6264460-04:00
297,thomasvermaelen,Thomas Vermaelen,,,1985-11-14,,,107,107,2014-10-17T00:54:06.6281340-04:00,2014-10-17T00:54:06.6281340-04:00
298,tobyalderweireld,Toby Alderweireld,,,1989-03-02,,,107,107,2014-10-17T00:54:06.6298820-04:00,2014-10-17T00:54:06.6298820-04:00
299,nicolaslombaerts,Nicolas Lombaerts,,,1985-03-20,,,107,107,2014-10-17T00:54:06.6316840-04:00,2014-10-17T00:54:06.6316840-04:00
300,anthonyvandenborre,Anthony Vanden Borre,,,1987-10-24,,,107,107,2014-10-17T00:54:06.6333530-04:00,2014-10-17T00:54:06.6333530-04:00
301,laurentciman,Laurent Ciman,,,1985-08-05,,,107,107,2014-10-17T00:54:06.6350750-04:00,2014-10-17T00:54:06.6350750-04:00
302,marnickvermijl,Marnick Vermijl,,,1992-01-13,,,107,107,2014-10-17T00:54:06.6368030-04:00,2014-10-17T00:54:06.6368030-04:00
303,dedryckboyata,Dedryck Boyata,,,1990-11-28,,,107,107,2014-10-17T00:54:06.6386150-04:00,2014-10-17T00:54:06.6386150-04:00
304,mousadembele,Mousa DembÃ©lÃ©,,,1987-07-16,,,107,107,2014-10-17T00:54:06.6402820-04:00,2014-10-17T00:54:06.6402820-04:00
305,marouanefellaini,Marouane Fellaini,,,1987-11-22,,,107,107,2014-10-17T00:54:06.6421430-04:00,2014-10-17T00:54:06.6421430-04:00
306,axelwitsel,Axel Witsel,,,1989-01-12,,,107,107,2014-10-17T00:54:06.6438750-04:00,2014-10-17T00:54:06.6438750-04:00
307,kevinmirallas,Kevin Mirallas,,,,,,107,107,2014-10-17T00:54:06.6473820-04:00,2014-10-17T00:54:06.6473820-04:00
308,edenhazard,Eden Hazard,,,1991-01-07,,,107,107,2014-10-17T00:54:06.6493500-04:00,2014-10-17T00:54:06.6493500-04:00
309,stevendefour,Steven Defour,,,1988-04-15,,,107,107,2014-10-17T00:54:06.6515360-04:00,2014-10-17T00:54:06.6515360-04:00
310,kevindebruyne,Kevin De Bruyne,,,1991-06-28,,,107,107,2014-10-17T00:54:06.6534590-04:00,2014-10-17T00:54:06.6534590-04:00
311,nacerchadli,Nacer Chadli,,,,,,107,107,2014-10-17T00:54:06.6564760-04:00,2014-10-17T00:54:06.6564760-04:00
312,adnanjanuzaj,Adnan Januzaj,,,1995-02-05,,,107,107,2014-10-17T00:54:06.6590260-04:00,2014-10-17T00:54:06.6590260-04:00
313,romelulukaku,Romelu Lukaku,,,1993-05-13,,,107,107,2014-10-17T00:54:06.6612140-04:00,2014-10-17T00:54:06.6612140-04:00
314,driesmertens,Dries Mertens,,,1987-05-06,,,107,107,2014-10-17T00:54:06.6629120-04:00,2014-10-17T00:54:06.6629120-04:00
315,divockorigi,Divock Origi,,,1995-04-18,,,107,107,2014-10-17T00:54:06.6646530-04:00,2014-10-17T00:54:06.6646530-04:00
316,diegobenaglio,Diego Benaglio,,,1983-09-08,,,136,136,2014-10-17T00:54:06.6682850-04:00,2014-10-17T00:54:06.6682850-04:00
317,yannsommer,Yann Sommer,,,1988-12-17,,,136,136,2014-10-17T00:54:06.6752760-04:00,2014-10-17T00:54:06.6752760-04:00
318,romanbuerki,Roman BÃ¼rki,,,1990-11-14,,,136,136,2014-10-17T00:54:06.6774450-04:00,2014-10-17T00:54:06.6774450-04:00
319,germanovailati,Germano Vailati,,,1980-08-30,,,136,136,2014-10-17T00:54:06.6792950-04:00,2014-10-17T00:54:06.6792950-04:00
320,stephanlichtsteiner,Stephan Lichtsteiner,,,1984-01-16,,,136,136,2014-10-17T00:54:06.6811020-04:00,2014-10-17T00:54:06.6811020-04:00
321,philippesenderos,Philippe Senderos,,,1985-02-14,,,136,136,2014-10-17T00:54:06.6829070-04:00,2014-10-17T00:54:06.6829070-04:00
322,johandjourou,Johan Djourou,,,1987-01-18,,,136,136,2014-10-17T00:54:06.6846700-04:00,2014-10-17T00:54:06.6846700-04:00
323,stevevonbergen,Steve von Bergen,,,1983-06-10,,,136,136,2014-10-17T00:54:06.6864780-04:00,2014-10-17T00:54:06.6864780-04:00
324,retoziegler,Reto Ziegler,,,1986-01-16,,,136,136,2014-10-17T00:54:06.6882930-04:00,2014-10-17T00:54:06.6882930-04:00
325,ricardorodriguez,Ricardo RodrÃ­guez,,,1992-08-25,,,136,136,2014-10-17T00:54:06.6900230-04:00,2014-10-17T00:54:06.6900230-04:00
326,fabianschaer,Fabian SchÃ¤r,,,1991-12-20,,,136,136,2014-10-17T00:54:06.6920080-04:00,2014-10-17T00:54:06.6920080-04:00
327,michaellang,Michael Lang,,,1991-02-08,,,136,136,2014-10-17T00:54:06.6939050-04:00,2014-10-17T00:54:06.6939050-04:00
328,philippdegen,Philipp Degen,,,1983-02-15,,,136,136,2014-10-17T00:54:06.6956510-04:00,2014-10-17T00:54:06.6956510-04:00
329,saidyjanko,Saidy Janko,,,1995-10-22,,,136,136,2014-10-17T00:54:06.6974460-04:00,2014-10-17T00:54:06.6974460-04:00
330,tranquillobarnetta,Tranquillo Barnetta,,,1985-05-22,,,136,136,2014-10-17T00:54:06.6993240-04:00,2014-10-17T00:54:06.6993240-04:00
331,goekhaninler,GÃ¶khan Inler,,,1984-06-27,,,136,136,2014-10-17T00:54:06.7011230-04:00,2014-10-17T00:54:06.7011230-04:00
332,valonbehrami,Valon Behrami,,,1985-04-19,,,136,136,2014-10-17T00:54:06.7034670-04:00,2014-10-17T00:54:06.7034670-04:00
333,gelsonfernandes,Gelson Fernandes,,,1986-09-02,,,136,136,2014-10-17T00:54:06.7058840-04:00,2014-10-17T00:54:06.7058840-04:00
334,blerimdzemaili,Blerim DÅ¾emaili,,,1986-04-12,,,136,136,2014-10-17T00:54:06.7077340-04:00,2014-10-17T00:54:06.7077340-04:00
335,xherdanshaqiri,Xherdan Shaqiri,,,1991-10-10,,,136,136,2014-10-17T00:54:06.7096990-04:00,2014-10-17T00:54:06.7096990-04:00
336,granitxhaka,Granit Xhaka,,,1992-09-27,,,136,136,2014-10-17T00:54:06.7114660-04:00,2014-10-17T00:54:06.7114660-04:00
337,valentinstocker,Valentin Stocker,,,1989-04-12,,,136,136,2014-10-17T00:54:06.7131400-04:00,2014-10-17T00:54:06.7131400-04:00
338,pajtimkasami,Pajtim Kasami,,,1992-06-02,,,136,136,2014-10-17T00:54:06.7148440-04:00,2014-10-17T00:54:06.7148440-04:00
339,lucazuffi,Luca Zuffi,,,1990-03-27,,,136,136,2014-10-17T00:54:06.7165440-04:00,2014-10-17T00:54:06.7165440-04:00
340,fabianfrei,Fabian Frei,,,1989-01-08,,,136,136,2014-10-17T00:54:06.7183360-04:00,2014-10-17T00:54:06.7183360-04:00
341,davidecalla,Davide Calla,,,1984-10-06,,,136,136,2014-10-17T00:54:06.7201060-04:00,2014-10-17T00:54:06.7201060-04:00
342,admirmehmedi,Admir Mehmedi,,,1991-03-16,,,136,136,2014-10-17T00:54:06.7220610-04:00,2014-10-17T00:54:06.7220610-04:00
343,mariogavranovic,Mario GavranoviÄ‡,,,1989-11-24,,,136,136,2014-10-17T00:54:06.7238560-04:00,2014-10-17T00:54:06.7238560-04:00
344,harisseferovic,Haris SeferoviÄ‡,,,1992-02-22,,,136,136,2014-10-17T00:54:06.7257730-04:00,2014-10-17T00:54:06.7257730-04:00
345,josipdrmic,Josip DrmiÄ‡,,,1992-08-08,,,136,136,2014-10-17T00:54:06.7277920-04:00,2014-10-17T00:54:06.7277920-04:00
346,marcostreller,Marco Streller,,,1981-06-18,,,136,136,2014-10-17T00:54:06.7297270-04:00,2014-10-17T00:54:06.7297270-04:00
347,miroslavklose,Miroslav Klose,,,1978-06-09,,,109,109,2014-10-17T00:54:06.7336160-04:00,2014-10-17T00:54:06.7336160-04:00
