Id,key,name,synonyms,code,born_at,city_id,region_id,country_id,nationality_id,created_at,updated_at
348,manuelneuer,Manuel Neuer,,,1986-03-27,,,109,109,2014-10-17T00:54:06.7375860-04:00,2014-10-17T00:54:06.7375860-04:00
349,ronrobertzieler,Ron-Robert Zieler,,,1989-02-12,,,109,109,2014-10-17T00:54:06.7394950-04:00,2014-10-17T00:54:06.7394950-04:00
350,romanweidenfeller,Roman Weidenfeller,,,1980-08-06,,,109,109,2014-10-17T00:54:06.7417220-04:00,2014-10-17T00:54:06.7417220-04:00
351,philipplahm,Philipp Lahm,,,1983-11-11,,,109,109,2014-10-17T00:54:06.7436800-04:00,2014-10-17T00:54:06.7436800-04:00
352,permertesacker,Per Mertesacker,,,1984-09-29,,,109,109,2014-10-17T00:54:06.7453990-04:00,2014-10-17T00:54:06.7453990-04:00
353,jeromeboateng,JÃ©rÃ´me Boateng,,,1988-09-03,,,109,109,2014-10-17T00:54:06.7497820-04:00,2014-10-17T00:54:06.7497820-04:00
354,matshummels,Mats Hummels,,,1988-12-16,,,109,109,2014-10-17T00:54:06.7516010-04:00,2014-10-17T00:54:06.7516010-04:00
355,benedikthoewedes,Benedikt HÃ¶wedes,,,1988-02-29,,,109,109,2014-10-17T00:54:06.7533380-04:00,2014-10-17T00:54:06.7533380-04:00
356,marcelschmelzer,Marcel Schmelzer,,,1988-01-22,,,109,109,2014-10-17T00:54:06.7550660-04:00,2014-10-17T00:54:06.7550660-04:00
357,kevingrosskreutz,Kevin GroÃŸkreutz,,,1988-07-19,,,109,109,2014-10-17T00:54:06.7569150-04:00,2014-10-17T00:54:06.7569150-04:00
358,bastianschweinsteiger,Bastian Schweinsteiger,,,1984-08-01,,,109,109,2014-10-17T00:54:06.7588130-04:00,2014-10-17T00:54:06.7588130-04:00
359,mesutoezil,Mesut Ã–zil,,,1988-10-15,,,109,109,2014-10-17T00:54:06.7605220-04:00,2014-10-17T00:54:06.7605220-04:00
360,samikhedira,Sami Khedira,,,1987-04-04,,,109,109,2014-10-17T00:54:06.7624630-04:00,2014-10-17T00:54:06.7624630-04:00
361,larsbender,Lars Bender,,,1989-04-27,,,109,109,2014-10-17T00:54:06.7643830-04:00,2014-10-17T00:54:06.7643830-04:00
362,lukaspodolski,Lukas Podolski,,,1985-06-04,,,109,109,2014-10-17T00:54:06.7662610-04:00,2014-10-17T00:54:06.7662610-04:00
363,marcoreus,Marco Reus,,,1989-05-31,,,109,109,2014-10-17T00:54:06.7685770-04:00,2014-10-17T00:54:06.7685770-04:00
364,thomasmueller,Thomas MÃ¼ller,,,1989-09-13,,,109,109,2014-10-17T00:54:06.7708680-04:00,2014-10-17T00:54:06.7708680-04:00
365,matthiasginter,Matthias Ginter,,,1994-01-19,,,109,109,2014-10-17T00:54:06.7751570-04:00,2014-10-17T00:54:06.7751570-04:00
366,shkodranmustafi,Shkodran Mustafi,,,1992-04-17,,,109,109,2014-10-17T00:54:06.7770190-04:00,2014-10-17T00:54:06.7770190-04:00
367,erikdurm,Erik Durm,,,1992-05-12,,,109,109,2014-10-17T00:54:06.7788080-04:00,2014-10-17T00:54:06.7788080-04:00
368,tonikroos,Toni Kroos,,,1990-01-04,,,109,109,2014-10-17T00:54:06.7805470-04:00,2014-10-17T00:54:06.7805470-04:00
369,mariogoetze,Mario GÃ¶tze,,,1992-06-03,,,109,109,2014-10-17T00:54:06.7822990-04:00,2014-10-17T00:54:06.7822990-04:00
370,juliandraxler,Julian Draxler,,,1993-09-20,,,109,109,2014-10-17T00:54:06.7841740-04:00,2014-10-17T00:54:06.7841740-04:00
371,christophkramer,Christoph Kramer,,,1991-02-12,,,109,109,2014-10-17T00:54:06.7867780-04:00,2014-10-17T00:54:06.7867780-04:00
372,emrecan,Emre Can,,,1994-01-12,,,109,109,2014-10-17T00:54:06.7889820-04:00,2014-10-17T00:54:06.7889820-04:00
373,gedionzelalem,Gedion Zelalem,,,1997-01-26,,,109,109,2014-10-17T00:54:06.7914500-04:00,2014-10-17T00:54:06.7914500-04:00
374,andreschuerrle,AndrÃ© SchÃ¼rrle,,,1990-11-06,,,109,109,2014-10-17T00:54:06.7932350-04:00,2014-10-17T00:54:06.7932350-04:00
375,kevinvolland,Kevin Volland,,,1992-07-30,,,109,109,2014-10-17T00:54:06.7949800-04:00,2014-10-17T00:54:06.7949800-04:00
376,sergegnabry,Serge Gnabry,,,1995-07-14,,,109,109,2014-10-17T00:54:06.7967020-04:00,2014-10-17T00:54:06.7967020-04:00
377,samedyesil,Samed YeÅŸil,,,1994-05-25,,,109,109,2014-10-17T00:54:06.7984230-04:00,2014-10-17T00:54:06.7984230-04:00
378,joehart,Joe Hart,,,1987-05-19,,,219,219,2014-10-17T00:54:06.8027700-04:00,2014-10-17T00:54:06.8027700-04:00
379,benfoster,Ben Foster,,,1983-05-03,,,219,219,2014-10-17T00:54:06.8052180-04:00,2014-10-17T00:54:06.8052180-04:00
380,fraserforster,Fraser Forster,,,1988-03-17,,,219,219,2014-10-17T00:54:06.8070790-04:00,2014-10-17T00:54:06.8070790-04:00
381,benamos,Ben Amos,,,1990-04-10,,,219,219,2014-10-17T00:54:06.8090490-04:00,2014-10-17T00:54:06.8090490-04:00
382,samjohnstone,Sam Johnstone,,,1993-03-25,,,219,219,2014-10-17T00:54:06.8113470-04:00,2014-10-17T00:54:06.8113470-04:00
383,richardwright,Richard Wright,,,1977-11-05,,,219,219,2014-10-17T00:54:06.8132130-04:00,2014-10-17T00:54:06.8132130-04:00
384,glenjohnson,Glen Johnson,,,1984-08-23,,,219,219,2014-10-17T00:54:06.8149860-04:00,2014-10-17T00:54:06.8149860-04:00
385,philjagielka,Phil Jagielka,,,1982-08-17,,,219,219,2014-10-17T00:54:06.8169530-04:00,2014-10-17T00:54:06.8169530-04:00
386,garycahill,Gary Cahill,,,1985-12-19,,,219,219,2014-10-17T00:54:06.8190340-04:00,2014-10-17T00:54:06.8190340-04:00
387,leightonbaines,Leighton Baines,,,1984-12-11,,,219,219,2014-10-17T00:54:06.8213650-04:00,2014-10-17T00:54:06.8213650-04:00
388,chrissmalling,Chris Smalling,,,1989-11-22,,,219,219,2014-10-17T00:54:06.8236270-04:00,2014-10-17T00:54:06.8236270-04:00
389,philjones,Phil Jones,,,1992-02-21,,,219,219,2014-10-17T00:54:06.8257980-04:00,2014-10-17T00:54:06.8257980-04:00
390,lukeshaw,Luke Shaw,,,1995-07-12,,,219,219,2014-10-17T00:54:06.8279010-04:00,2014-10-17T00:54:06.8279010-04:00
391,johnterry,John Terry,,,1980-12-07,,,219,219,2014-10-17T00:54:06.8299440-04:00,2014-10-17T00:54:06.8299440-04:00
392,kierangibbs,Kieran Gibbs,,,1989-09-26,,,219,219,2014-10-17T00:54:06.8332890-04:00,2014-10-17T00:54:06.8332890-04:00
393,calumchambers,Calum Chambers,,,1995-01-20,,,219,219,2014-10-17T00:54:06.8364800-04:00,2014-10-17T00:54:06.8364800-04:00
394,carljenkinson,Carl Jenkinson,,,,,,219,219,2014-10-17T00:54:06.8383030-04:00,2014-10-17T00:54:06.8383030-04:00
395,jonflanagan,Jon Flanagan,,,1993-01-01,,,219,219,2014-10-17T00:54:06.8401930-04:00,2014-10-17T00:54:06.8401930-04:00
396,lloydjones,Lloyd Jones,,,1995-10-07,,,219,219,2014-10-17T00:54:06.8421840-04:00,2014-10-17T00:54:06.8421840-04:00
397,raheemsterling,Raheem Sterling,,,1994-12-08,,,219,219,2014-10-17T00:54:06.8440350-04:00,2014-10-17T00:54:06.8440350-04:00
398,cameronbrannagan,Cameron Brannagan,,,1996-05-09,,,219,219,2014-10-17T00:54:06.8458700-04:00,2014-10-17T00:54:06.8458700-04:00
399,jackdunn,Jack Dunn,,,1994-11-19,,,219,219,2014-10-17T00:54:06.8477870-04:00,2014-10-17T00:54:06.8477870-04:00
400,jordanrossiter,Jordan Rossiter,,,1997-03-24,,,219,219,2014-10-17T00:54:06.8495790-04:00,2014-10-17T00:54:06.8495790-04:00
401,reecejames,Reece James,,,1993-11-07,,,219,219,2014-10-17T00:54:06.8514020-04:00,2014-10-17T00:54:06.8514020-04:00
402,tylerblackett,Tyler Blackett,,,1994-04-02,,,219,219,2014-10-17T00:54:06.8532770-04:00,2014-10-17T00:54:06.8532770-04:00
403,stevengerrard,Steven Gerrard,,,1980-05-30,,,219,219,2014-10-17T00:54:06.8551310-04:00,2014-10-17T00:54:06.8551310-04:00
404,franklampard,Frank Lampard,,,1978-06-20,,,219,219,2014-10-17T00:54:06.8569970-04:00,2014-10-17T00:54:06.8569970-04:00
405,jamesmilner,James Milner,,,1986-01-04,,,219,219,2014-10-17T00:54:06.8592550-04:00,2014-10-17T00:54:06.8592550-04:00
406,alexoxladechamberlain,Alex Oxlade-Chamberlain,,,1993-08-15,,,219,219,2014-10-17T00:54:06.8610700-04:00,2014-10-17T00:54:06.8610700-04:00
407,jackwilshere,Jack Wilshere,,,1992-01-01,,,219,219,2014-10-17T00:54:06.8628900-04:00,2014-10-17T00:54:06.8628900-04:00
408,jordanhenderson,Jordan Henderson,,,1990-06-17,,,219,219,2014-10-17T00:54:06.8647180-04:00,2014-10-17T00:54:06.8647180-04:00
409,rossbarkley,Ross Barkley,,,1993-12-05,,,219,219,2014-10-17T00:54:06.8668730-04:00,2014-10-17T00:54:06.8668730-04:00
410,adamlallana,Adam Lallana,,,1988-05-10,,,219,219,2014-10-17T00:54:06.8689340-04:00,2014-10-17T00:54:06.8689340-04:00
411,lewisbaker,Lewis Baker,,,1995-04-25,,,219,219,2014-10-17T00:54:06.8725960-04:00,2014-10-17T00:54:06.8725960-04:00
412,michaelcarrick,Michael Carrick,,,1981-07-28,,,219,219,2014-10-17T00:54:06.8745280-04:00,2014-10-17T00:54:06.8745280-04:00
413,ashleyyoung,Ashley Young,,,1985-07-09,,,219,219,2014-10-17T00:54:06.8763830-04:00,2014-10-17T00:54:06.8763830-04:00
414,jesselingard,Jesse Lingard,,,1992-12-15,,,219,219,2014-10-17T00:54:06.8781080-04:00,2014-10-17T00:54:06.8781080-04:00
415,scottsinclair,Scott Sinclair,,,1989-03-25,,,219,219,2014-10-17T00:54:06.8814320-04:00,2014-10-17T00:54:06.8814320-04:00
416,waynerooney,Wayne Rooney,,,1985-10-24,,,219,219,2014-10-17T00:54:06.8890160-04:00,2014-10-17T00:54:06.8890160-04:00
417,dannywelbeck,Danny Welbeck,,,1990-11-26,,,219,219,2014-10-17T00:54:06.8933590-04:00,2014-10-17T00:54:06.8933590-04:00
418,danielsturridge,Daniel Sturridge,,,1989-09-01,,,219,219,2014-10-17T00:54:06.8958880-04:00,2014-10-17T00:54:06.8958880-04:00
419,rickielambert,Rickie Lambert,,,1982-02-16,,,219,219,2014-10-17T00:54:06.8978860-04:00,2014-10-17T00:54:06.8978860-04:00
420,theowalcott,Theo Walcott,,,1989-03-16,,,219,219,2014-10-17T00:54:06.9040010-04:00,2014-10-17T00:54:06.9040010-04:00
421,jeromesinclair,Jerome Sinclair,,,1996-09-20,,,219,219,2014-10-17T00:54:06.9057500-04:00,2014-10-17T00:54:06.9057500-04:00
422,willkeane,Will Keane,,,1993-01-11,,,219,219,2014-10-17T00:54:06.9074730-04:00,2014-10-17T00:54:06.9074730-04:00
423,jameswilson,James Wilson,,,1995-12-01,,,219,219,2014-10-17T00:54:06.9091450-04:00,2014-10-17T00:54:06.9091450-04:00
424,icasillas,I. Casillas,Iker Casillas|Iker Casillas Fernandez,,1981-05-20,,,111,111,2014-10-17T00:54:06.9128150-04:00,2014-10-17T00:54:06.9128150-04:00
425,vvaldes,V. ValdÃ©s,VÃ­ctor ValdÃ©s|VÃ­ctor Valdes Arribas,,1982-01-14,,,111,111,2014-10-17T00:54:06.9148920-04:00,2014-10-17T00:54:06.9148920-04:00
426,reina,Reina,Pepe Reina|JosÃ© Manuel Reina Paez,,1982-08-31,,,111,111,2014-10-17T00:54:06.9171030-04:00,2014-10-17T00:54:06.9171030-04:00
427,daviddegea,David de Gea,,,1990-11-07,,,111,111,2014-10-17T00:54:06.9190620-04:00,2014-10-17T00:54:06.9190620-04:00
428,miguelangelmoya,Miguel Ãngel MoyÃ ,,,1984-04-02,,,111,111,2014-10-17T00:54:06.9208140-04:00,2014-10-17T00:54:06.9208140-04:00
429,roberto,Roberto,,,1986-02-10,,,111,111,2014-10-17T00:54:06.9225740-04:00,2014-10-17T00:54:06.9225740-04:00
430,fernandopacheco,Fernando Pacheco,,,1992-05-18,,,111,111,2014-10-17T00:54:06.9243590-04:00,2014-10-17T00:54:06.9243590-04:00
431,ralbiol,R. Albiol,RaÃºl Albiol|RaÃºl Albiol Tortajada,,1985-09-04,,,111,111,2014-10-17T00:54:06.9261080-04:00,2014-10-17T00:54:06.9261080-04:00
432,pique,PiquÃ©,Gerard PiquÃ©|Gerard Pique Bernabeu,,1987-02-02,,,111,111,2014-10-17T00:54:06.9279410-04:00,2014-10-17T00:54:06.9279410-04:00
433,azpilicueta,Azpilicueta,CÃ©sar Azpilicueta|CÃ©sar Azpilicueta Tanco,,1989-08-28,,,111,111,2014-10-17T00:54:06.9296760-04:00,2014-10-17T00:54:06.9296760-04:00
434,ramos,Ramos,AdriÃ¡n Ramos|Gustavo AdriÃ¡n Ramos Vasquez,,1986-01-22,,,190,190,2014-10-17T00:54:06.9314940-04:00,2014-10-17T00:54:08.1632330-04:00
435,arbeloa,Arbeloa,Ãlvaro Arbeloa|Ãlvaro Arbeloa Coca,,1983-01-17,,,111,111,2014-10-17T00:54:06.9332300-04:00,2014-10-17T00:54:06.9332300-04:00
436,jordialba,Jordi Alba,Jordi Alba Ramos,,1989-03-21,,,111,111,2014-10-17T00:54:06.9368580-04:00,2014-10-17T00:54:06.9368580-04:00
437,monreal,Monreal,Nacho Monreal|Ignacio Monreal Eraso,,1986-02-26,,,111,111,2014-10-17T00:54:06.9420540-04:00,2014-10-17T00:54:06.9420540-04:00
438,juanfran,Juanfran,,,1985-01-09,,,111,111,2014-10-17T00:54:06.9441230-04:00,2014-10-17T00:54:06.9441230-04:00
439,albertomoreno,Alberto Moreno,,,1992-07-05,,,111,111,2014-10-17T00:54:06.9459080-04:00,2014-10-17T00:54:06.9459080-04:00
440,danielcarvajal,Daniel Carvajal,Dani Carvajal,,1992-01-11,,,111,111,2014-10-17T00:54:06.9476680-04:00,2014-10-17T00:54:06.9476680-04:00
441,jesusgamez,JesÃºs GÃ¡mez,,,1985-04-10,,,111,111,2014-10-17T00:54:06.9494610-04:00,2014-10-17T00:54:06.9494610-04:00
442,albertobotia,Alberto BotÃ­a,,,1989-01-27,,,111,111,2014-10-17T00:54:06.9512220-04:00,2014-10-17T00:54:06.9512220-04:00
443,joseenrique,JosÃ© Enrique,,,1986-01-23,,,111,111,2014-10-17T00:54:06.9530110-04:00,2014-10-17T00:54:06.9530110-04:00
444,javimanquillo,Javi Manquillo,,,1994-05-05,,,111,111,2014-10-17T00:54:06.9548190-04:00,2014-10-17T00:54:06.9548190-04:00
445,nacho,Nacho,Nacho FernÃ¡ndez Iglesias,,1990-01-18,,,111,111,2014-10-17T00:54:06.9581860-04:00,2014-10-17T00:54:06.9581860-04:00
446,javimartinez,Javi MartÃ­nez,Javier MartÃ­nez|Javier Martinez Aguinaga,,1988-09-02,,,111,111,2014-10-17T00:54:06.9600220-04:00,2014-10-17T00:54:06.9600220-04:00
447,ainiesta,A. Iniesta,Iniesta|AndrÃ©s Iniesta|AndrÃ©s Iniesta Lujan,,1984-05-11,,,111,111,2014-10-17T00:54:06.9618300-04:00,2014-10-17T00:54:06.9618300-04:00
448,xavi,Xavi,Xavi HernÃ¡ndez|Xavier Hernandez Creus,,1980-01-25,,,111,111,2014-10-17T00:54:06.9636110-04:00,2014-10-17T00:54:06.9636110-04:00
449,fabregas,FÃ bregas,Cesc FÃ bregas|Francesc Fabregas Soler,,1987-05-04,,,111,111,2014-10-17T00:54:06.9653510-04:00,2014-10-17T00:54:06.9653510-04:00
450,mata,Mata,Juan Mata|Juan Manuel Mata Garcia,,1988-04-28,,,111,111,2014-10-17T00:54:06.9672350-04:00,2014-10-17T00:54:06.9672350-04:00
451,sergio,Sergio,Sergio Busquets|Sergio Busquets Burgos,,1988-07-16,,,111,111,2014-10-17T00:54:06.9691460-04:00,2014-10-17T00:54:06.9691460-04:00
452,scazorla,S. Cazorla,Santi Cazorla|Santiago Cazorla Gonzalez,,1984-12-13,,,111,111,2014-10-17T00:54:06.9711200-04:00,2014-10-17T00:54:06.9711200-04:00
453,silva,Silva,MartÃ­n Silva|MartÃ­n Andres Silva Leites,,1983-03-25,,,194,194,2014-10-17T00:54:06.9728410-04:00,2014-10-17T00:54:08.2582140-04:00
454,jnavas,J. Navas,JesÃºs Navas|JesÃºs Navas Gonzalez,,1985-11-21,,,111,111,2014-10-17T00:54:06.9746250-04:00,2014-10-17T00:54:06.9746250-04:00
455,xabialonso,Xabi Alonso,,,1981-11-25,,,111,111,2014-10-17T00:54:06.9763530-04:00,2014-10-17T00:54:06.9763530-04:00
456,koke,Koke,,,1992-01-08,,,111,111,2014-10-17T00:54:06.9781800-04:00,2014-10-17T00:54:06.9781800-04:00
457,anderiturraspe,Ander Iturraspe,,,1989-03-08,,,111,111,2014-10-17T00:54:06.9799920-04:00,2014-10-17T00:54:06.9799920-04:00
458,mariosuarez,Mario SuÃ¡rez,,,1987-02-24,,,111,111,2014-10-17T00:54:06.9819150-04:00,2014-10-17T00:54:06.9819150-04:00
459,raulgarcia,RaÃºl GarcÃ­a,,,1986-07-11,,,111,111,2014-10-17T00:54:06.9836430-04:00,2014-10-17T00:54:06.9836430-04:00
460,gabi,Gabi,,,1983-07-10,,,111,111,2014-10-17T00:54:06.9854250-04:00,2014-10-17T00:54:06.9854250-04:00
461,saulÃ‘iguez,SaÃºl Ã‘Ã­guez,,,1994-11-21,,,111,111,2014-10-17T00:54:06.9871610-04:00,2014-10-17T00:54:06.9871610-04:00
462,davidfuster,David Fuster,,,1982-02-03,,,111,111,2014-10-17T00:54:06.9889830-04:00,2014-10-17T00:54:06.9889830-04:00
463,isco,Isco,,,1992-04-21,,,111,111,2014-10-17T00:54:06.9913330-04:00,2014-10-17T00:54:06.9913330-04:00
464,asierillarramendi,Asier Illarramendi,,,1990-03-08,,,111,111,2014-10-17T00:54:06.9935100-04:00,2014-10-17T00:54:06.9935100-04:00
465,daniabalo,Dani Abalo,,,1987-09-29,,,111,111,2014-10-17T00:54:06.9953870-04:00,2014-10-17T00:54:06.9953870-04:00
466,mikelarteta,Mikel Arteta,,,1982-03-26,,,111,111,2014-10-17T00:54:06.9972820-04:00,2014-10-17T00:54:06.9972820-04:00
467,santicazorla,Santi Cazorla,,,,,,111,111,2014-10-17T00:54:07.0020350-04:00,2014-10-17T00:54:07.0020350-04:00
468,suso,Suso,Jesus Fernandez Saez,,1993-11-19,,,111,111,2014-10-17T00:54:07.0066420-04:00,2014-10-17T00:54:07.0066420-04:00
469,anderherrera,Ander Herrera,,,1989-08-14,,,111,111,2014-10-17T00:54:07.0086180-04:00,2014-10-17T00:54:07.0086180-04:00
470,davidvilla,David Villa,David Villa Sanchez,,1981-12-03,,,111,111,2014-10-17T00:54:07.0104030-04:00,2014-10-17T00:54:07.0104030-04:00
471,torres,Torres,Fernando Torres|Fernando JosÃ© Torres Sanz,,1984-03-20,,,111,111,2014-10-17T00:54:07.0122320-04:00,2014-10-17T00:54:07.0122320-04:00
472,pedro,Pedro,Pedro RodrÃ­guez|Pedro Eliezer Rodriguez Ledesma,,1987-07-28,,,111,111,2014-10-17T00:54:07.0140910-04:00,2014-10-17T00:54:07.0140910-04:00
473,soldado,Soldado,Roberto Soldado|Roberto Soldado Rillo,,1985-05-27,,,111,111,2014-10-17T00:54:07.0159260-04:00,2014-10-17T00:54:07.0159260-04:00
474,fernandollorente,Fernando Llorente,,,1985-02-26,,,111,111,2014-10-17T00:54:07.0177420-04:00,2014-10-17T00:54:07.0177420-04:00
475,alvaronegredo,Ãlvaro Negredo,,,1985-08-20,,,111,111,2014-10-17T00:54:07.0196700-04:00,2014-10-17T00:54:07.0196700-04:00
476,diegocosta,Diego Costa,,,1988-10-07,,,111,111,2014-10-17T00:54:07.0215010-04:00,2014-10-17T00:54:07.0215010-04:00
477,alvaromorata,Ãlvaro Morata,,,1992-10-23,,,111,111,2014-10-17T00:54:07.0234390-04:00,2014-10-17T00:54:07.0234390-04:00
478,jese,JesÃ©,,,1992-02-26,,,111,111,2014-10-17T00:54:07.0254520-04:00,2014-10-17T00:54:07.0254520-04:00
479,hugolloris,Hugo Lloris,,,1986-12-26,,,113,113,2014-10-17T00:54:07.0294910-04:00,2014-10-17T00:54:07.0294910-04:00
480,mickaellandreau,MickaÃ«l Landreau,,,1979-05-14,,,113,113,2014-10-17T00:54:07.0313760-04:00,2014-10-17T00:54:07.0313760-04:00
481,stephaneruffier,StÃ©phane Ruffier,,,1986-09-27,,,113,113,2014-10-17T00:54:07.0335720-04:00,2014-10-17T00:54:07.0335720-04:00
482,patriceevra,Patrice Evra,,,1981-05-15,,,113,113,2014-10-17T00:54:07.0355770-04:00,2014-10-17T00:54:07.0355770-04:00
483,bacarysagna,Bacary Sagna,,,1983-02-14,,,113,113,2014-10-17T00:54:07.0374660-04:00,2014-10-17T00:54:07.0374660-04:00
484,mathieudebuchy,Mathieu Debuchy,,,1985-07-28,,,113,113,2014-10-17T00:54:07.0394040-04:00,2014-10-17T00:54:07.0394040-04:00
485,mamadousakho,Mamadou Sakho,,,1990-02-13,,,113,113,2014-10-17T00:54:07.0441970-04:00,2014-10-17T00:54:07.0441970-04:00
486,laurentkoscielny,Laurent Koscielny,,,1985-09-10,,,113,113,2014-10-17T00:54:07.0460430-04:00,2014-10-17T00:54:07.0460430-04:00
487,raphaelvarane,RaphaÃ«l Varane,,,1993-04-25,,,113,113,2014-10-17T00:54:07.0514800-04:00,2014-10-17T00:54:07.0514800-04:00
488,eliaquimmangala,Eliaquim Mangala,,,1991-02-13,,,113,113,2014-10-17T00:54:07.0580360-04:00,2014-10-17T00:54:07.0580360-04:00
489,lucasdigne,Lucas Digne,,,1993-07-20,,,113,113,2014-10-17T00:54:07.0600130-04:00,2014-10-17T00:54:07.0600130-04:00
490,Ã‰ricabidal,Ã‰ric Abidal,,,1979-09-11,,,113,113,2014-10-17T00:54:07.0618880-04:00,2014-10-17T00:54:07.0618880-04:00
491,arthurmasuaku,Arthur Masuaku,,,1993-01-07,,,113,113,2014-10-17T00:54:07.0636900-04:00,2014-10-17T00:54:07.0636900-04:00
492,alexandrebarthe,Alexandre Barthe,,,1986-03-05,,,113,113,2014-10-17T00:54:07.0654210-04:00,2014-10-17T00:54:07.0654210-04:00
493,kurtzouma,Kurt Zouma,,,1994-10-27,,,113,113,2014-10-17T00:54:07.0671960-04:00,2014-10-17T00:54:07.0671960-04:00
494,gaelclichy,GaÃ«l Clichy,,,1985-07-26,,,113,113,2014-10-17T00:54:07.0691270-04:00,2014-10-17T00:54:07.0691270-04:00
495,franckribery,Franck RibÃ©ry,,,1983-04-07,,,113,113,2014-10-17T00:54:07.0712400-04:00,2014-10-17T00:54:07.0712400-04:00
496,mathieuvalbuena,Mathieu Valbuena,,,1984-09-28,,,113,113,2014-10-17T00:54:07.0732180-04:00,2014-10-17T00:54:07.0732180-04:00
497,yohancabaye,Yohan Cabaye,,,1986-01-14,,,113,113,2014-10-17T00:54:07.0751970-04:00,2014-10-17T00:54:07.0751970-04:00
498,blaisematuidi,Blaise Matuidi,,,1987-04-09,,,113,113,2014-10-17T00:54:07.0772430-04:00,2014-10-17T00:54:07.0772430-04:00
499,moussasissoko,Moussa Sissoko,,,1989-08-16,,,113,113,2014-10-17T00:54:07.0791750-04:00,2014-10-17T00:54:07.0791750-04:00
500,riomavuba,Rio Mavuba,,,1984-03-08,,,113,113,2014-10-17T00:54:07.0809330-04:00,2014-10-17T00:54:07.0809330-04:00
501,paulpogba,Paul Pogba,,,1993-03-15,,,113,113,2014-10-17T00:54:07.0828800-04:00,2014-10-17T00:54:07.0828800-04:00
502,clementgrenier,ClÃ©ment Grenier,,,1991-01-07,,,113,113,2014-10-17T00:54:07.0846650-04:00,2014-10-17T00:54:07.0846650-04:00
503,antoinegriezmann,Antoine Griezmann,,,1991-03-21,,,113,113,2014-10-17T00:54:07.0865220-04:00,2014-10-17T00:54:07.0865220-04:00
504,anicetabel,Anicet Abel,,,1990-03-16,,,113,113,2014-10-17T00:54:07.0884300-04:00,2014-10-17T00:54:07.0884300-04:00
505,mathieuflamini,Mathieu Flamini,,,1984-03-07,,,113,113,2014-10-17T00:54:07.0916910-04:00,2014-10-17T00:54:07.0916910-04:00
506,aboudiaby,Abou Diaby,,,1986-05-11,,,113,113,2014-10-17T00:54:07.0950080-04:00,2014-10-17T00:54:07.0950080-04:00
507,franciscoquelin,Francis Coquelin,,,1991-05-13,,,113,113,2014-10-17T00:54:07.0982270-04:00,2014-10-17T00:54:07.0982270-04:00
508,samirnasri,Samir Nasri,,,1987-06-26,,,113,113,2014-10-17T00:54:07.1015410-04:00,2014-10-17T00:54:07.1015410-04:00
509,karimbenzema,Karim Benzema,,,1987-12-19,,,113,113,2014-10-17T00:54:07.1034400-04:00,2014-10-17T00:54:07.1034400-04:00
510,oliviergiroud,Olivier Giroud,,,1986-09-30,,,113,113,2014-10-17T00:54:07.1052480-04:00,2014-10-17T00:54:07.1052480-04:00
511,loicremy,LoÃ¯c RÃ©my,,,1987-01-02,,,113,113,2014-10-17T00:54:07.1070940-04:00,2014-10-17T00:54:07.1070940-04:00
512,kingsleycoman,Kingsley Coman,,,1996-06-13,,,113,113,2014-10-17T00:54:07.1089790-04:00,2014-10-17T00:54:07.1089790-04:00
513,yayasanogo,Yaya Sanogo,,,1993-01-27,,,113,113,2014-10-17T00:54:07.1121350-04:00,2014-10-17T00:54:07.1121350-04:00
514,orestiskarnezis,Orestis Karnezis,,,1985-07-11,,,114,114,2014-10-17T00:54:07.1160380-04:00,2014-10-17T00:54:07.1160380-04:00
515,stefanoskapino,Stefanos Kapino,,,1994-03-18,,,114,114,2014-10-17T00:54:07.1178450-04:00,2014-10-17T00:54:07.1178450-04:00
516,panagiotisglykos,Panagiotis Glykos,,,1986-06-03,,,114,114,2014-10-17T00:54:07.1196350-04:00,2014-10-17T00:54:07.1196350-04:00
517,vasilistorosidis,Vasilis Torosidis,,,1985-06-10,,,114,114,2014-10-17T00:54:07.1214750-04:00,2014-10-17T00:54:07.1214750-04:00
518,loukasvyntra,Loukas Vyntra,,,1981-02-05,,,114,114,2014-10-17T00:54:07.1231380-04:00,2014-10-17T00:54:07.1231380-04:00
519,sokratispapastathopoulos,Sokratis Papastathopoulos,,,1988-06-09,,,114,114,2014-10-17T00:54:07.1251920-04:00,2014-10-17T00:54:07.1251920-04:00
520,giannismaniatis,Giannis Maniatis,,,1986-10-12,,,114,114,2014-10-17T00:54:07.1271450-04:00,2014-10-17T00:54:07.1271450-04:00
521,joseholebas,JosÃ© Holebas,,,1984-06-27,,,114,114,2014-10-17T00:54:07.1289950-04:00,2014-10-17T00:54:07.1289950-04:00
522,vangelismoras,Vangelis Moras,,,1981-08-26,,,114,114,2014-10-17T00:54:07.1308150-04:00,2014-10-17T00:54:07.1308150-04:00
523,giorgostzavellas,Giorgos Tzavellas,,,1987-11-26,,,114,114,2014-10-17T00:54:07.1326020-04:00,2014-10-17T00:54:07.1326020-04:00
524,kostasmanolas,Kostas Manolas,,,1991-06-14,,,114,114,2014-10-17T00:54:07.1343940-04:00,2014-10-17T00:54:07.1343940-04:00
525,kostasgiannoulis,Kostas Giannoulis,,,,,,114,114,2014-10-17T00:54:07.1383110-04:00,2014-10-17T00:54:07.1383110-04:00
