Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
P1,03/11/13,Arouca,Pacos Ferreira,0,0,D,0,0,D,2.8,3.2,2.5,2.7,3.2,2.5,2.6,3.1,2.5,2.75,3,2.45,3.04,3.21,2.57,2.8,3,2.5,2.88,3,2.5,3,3.2,2.55,35,3.04,2.87,3.25,3.06,2.57,2.47,23,2.5,2.36,1.6,1.54,17,0,2.14,2.06,1.83,1.78
P1,03/11/13,Estoril,Setubal,0,2,A,0,0,D,1.62,3.75,5.5,1.57,4,5.25,1.6,3.6,4.8,1.6,3.75,5,1.62,4.12,5.91,1.6,3.75,5,1.62,3.75,5,1.6,4.1,5.75,35,1.67,1.6,4.12,3.76,5.91,5.29,31,1.83,1.76,2.12,2.02,18,-1,2.09,2.04,1.85,1.8
P1,03/11/13,Gil Vicente,Guimaraes,1,0,H,1,0,H,2.8,3.1,2.6,2.7,3.1,2.6,2.6,3.1,2.5,2.75,3,2.5,2.89,3.26,2.65,2.6,3,2.7,2.8,3.13,2.5,2.88,3.25,2.6,34,2.89,2.75,3.26,3.08,2.7,2.56,23,2.37,2.2,1.7,1.62,17,0,2.06,1.99,1.89,1.83
P1,03/11/13,Nacional,Olhanense,0,0,D,0,0,D,1.62,3.6,6,1.65,3.6,5,1.65,3.5,4.5,1.57,3.6,5.5,1.58,4.04,6.71,1.65,3.5,5,1.62,3.5,5.8,1.6,4,6,34,1.67,1.6,4.04,3.59,6.71,5.69,30,2.03,1.96,1.9,1.82,18,-1,2.11,2.05,1.85,1.79
P1,03/11/13,Sp Braga,Rio Ave,0,1,A,0,0,D,1.6,3.6,6,1.7,3.4,5,1.65,3.5,4.5,1.65,3.4,5.25,1.66,3.81,6.09,1.73,3.3,4.8,1.67,3.4,5.5,1.67,3.75,5.75,35,1.73,1.66,3.81,3.47,6.09,5.34,31,2.25,2.12,1.75,1.69,16,-0.75,1.91,1.87,2.05,1.99
P1,23/11/13,Benfica,Sp Braga,1,0,H,0,0,D,1.57,3.8,6,1.5,4.2,5.75,1.5,3.8,5.5,1.57,3.8,5.2,1.6,4.11,6.24,1.5,4.2,5.5,1.57,3.8,5.5,1.57,4.1,5.75,35,1.62,1.55,4.2,3.89,6.24,5.72,26,1.74,1.66,2.25,2.12,18,-1,2.08,2.01,1.88,1.83
P1,23/11/13,Porto,Nacional,1,1,D,0,0,D,1.25,6,10,1.22,6,11,1.2,5.2,11,1.22,5.5,12,1.23,6.74,14.45,1.22,6,9.5,1.25,5.5,10,1.22,6.5,15,34,1.26,1.23,6.74,5.91,15,11.06,23,1.65,1.53,2.52,2.39,18,-1.5,1.76,1.72,2.23,2.14
P1,24/11/13,Guimaraes,Sp Lisbon,0,1,A,0,0,D,4.2,3.6,1.83,4.4,3.6,1.75,4,3.2,1.8,4.33,3.3,1.75,4.99,3.47,1.85,4,3.3,1.85,4.33,3.4,1.8,4.6,3.6,1.83,33,4.99,4.33,3.6,3.39,1.86,1.81,30,2.2,2.09,1.78,1.71,15,0.5,2.08,2.02,1.87,1.84
P1,24/11/13,Maritimo,Gil Vicente,3,2,H,2,2,D,2.15,3.25,3.4,2.2,3.1,3.25,2.3,3.1,2.8,2.1,2.9,3.5,2.21,3.23,3.74,2.25,3.2,3,2.1,3.2,3.4,2.15,3.25,3.7,34,2.3,2.17,3.29,3.18,3.74,3.3,30,2.3,2.12,1.75,1.69,15,-0.25,1.89,1.85,2.05,2
P1,24/11/13,Pacos Ferreira,Belenenses,1,0,H,1,0,H,2.05,3.3,3.6,2.05,3.3,3.4,2.2,3.1,3,2.05,3.1,3.4,2.14,3.39,3.74,2,3.2,3.6,2.05,3.25,3.5,2.15,3.3,3.7,31,2.2,2.08,3.4,3.24,3.74,3.47,29,2.2,2.1,1.77,1.7,15,-0.5,2.17,2.1,1.81,1.76
P1,24/11/13,Rio Ave,Estoril,0,2,A,0,0,D,2.6,3.25,2.7,2.6,3.1,2.7,2.5,3.1,2.6,2.5,3.1,2.65,2.75,3.11,2.9,2.6,3.1,2.6,2.6,3.13,2.63,2.7,3.25,2.75,33,2.75,2.58,3.3,3.12,2.9,2.69,28,2.31,2.16,1.75,1.66,16,0,1.94,1.88,2.01,1.95
P1,24/11/13,Setubal,Arouca,1,0,H,1,0,H,2.38,3.2,3,2.3,3.25,2.95,2.1,3.1,3.2,2.25,3,3,2.41,3.29,3.22,2.38,3.1,2.88,2.38,3.13,3,2.4,3.25,3.2,32,2.45,2.33,3.3,3.15,3.22,3.01,23,2.55,2.19,1.7,1.62,16,0,1.74,1.68,2.29,2.19
P1,25/11/13,Olhanense,Academica,0,1,A,0,1,A,2.9,3.1,2.5,2.6,3.2,2.6,2.6,3,2.6,2.9,2.9,2.45,3.14,3.13,2.55,2.9,2.9,2.5,2.8,3,2.5,3,3.12,2.6,32,3.14,2.88,3.2,3.04,2.65,2.5,22,2.8,2.44,1.57,1.5,17,0,2.17,2.06,1.81,1.78
P1,29/11/13,Sp Braga,Olhanense,4,1,H,2,0,H,1.25,5,15,1.28,5,10,1.33,4.2,8,1.28,4.6,11,1.3,5.37,13.15,1.25,5,11,1.3,4.8,9.5,1.29,5.4,15,38,1.33,1.27,5.6,5.09,15,11.21,35,1.96,1.83,2.02,1.95,21,-1.5,1.99,1.86,2.09,1.99
P1,30/11/13,Academica,Porto,1,0,H,1,0,H,11,4.5,1.33,8.5,4.6,1.34,7.5,4.2,1.35,9,4.33,1.35,9.54,4.73,1.4,9,4.4,1.33,8,4.5,1.36,10,4.75,1.36,35,11,8.44,5,4.52,1.4,1.35,32,2,1.93,1.95,1.84,19,1.5,1.76,1.71,2.25,2.14
P1,01/12/13,Arouca,Maritimo,1,2,A,0,0,D,2.88,3.2,2.5,2.7,3.1,2.6,2.6,3.1,2.5,2.85,3,2.4,3.07,3.12,2.61,2.7,3,2.6,2.8,3.13,2.5,2.9,3.2,2.62,36,3.07,2.82,3.2,3.07,2.65,2.52,26,2.5,2.31,1.65,1.56,18,0,2.12,2.04,1.85,1.8
P1,01/12/13,Belenenses,Gil Vicente,0,0,D,0,0,D,1.95,3.2,4.2,2,3.25,3.7,2,3.2,3.3,2,3,3.8,2.08,3.3,4.1,2.05,3.1,3.6,2,3.2,3.75,2,3.3,4.2,36,2.1,2.01,3.4,3.2,4.2,3.72,26,2.5,2.3,1.64,1.55,17,-0.25,1.77,1.74,2.19,2.12
P1,01/12/13,Nacional,Setubal,2,2,D,2,1,H,1.75,3.5,4.75,1.8,3.5,4.2,1.8,3.2,4,1.75,3.25,4.6,1.85,3.64,4.68,1.73,3.5,4.4,1.73,3.5,4.5,1.8,3.6,4.8,35,1.85,1.77,3.64,3.45,4.8,4.47,31,2.05,1.98,1.9,1.8,17,-0.5,1.85,1.77,2.14,2.07
P1,01/12/13,Rio Ave,Benfica,1,3,A,0,1,A,6,4,1.53,5.5,3.9,1.55,5.5,3.8,1.5,6,3.6,1.53,7.05,3.97,1.57,6,3.6,1.55,5.75,3.8,1.53,6.5,4,1.57,36,7.05,5.97,4.06,3.81,1.6,1.54,32,2.14,2.03,1.81,1.75,19,1,1.89,1.84,2.06,2
P1,01/12/13,Sp Lisbon,Pacos Ferreira,4,0,H,1,0,H,1.4,4.5,8,1.4,4.4,7.25,1.35,4.2,7.5,1.44,4.1,6.5,1.45,4.63,8.04,1.35,4.6,7.5,1.4,4.5,6.5,1.44,4.6,7.5,35,1.46,1.41,4.8,4.42,8.1,6.91,32,1.83,1.75,2.12,2.04,17,-1.25,2.08,2.03,1.86,1.83
P1,02/12/13,Estoril,Guimaraes,0,2,A,0,1,A,1.91,3.4,4,1.9,3.25,4.1,1.9,3.2,3.6,1.9,3.1,3.9,2.01,3.26,4.42,1.85,3.2,4.2,1.91,3.3,3.8,1.95,3.4,4.3,34,2.01,1.92,3.42,3.28,4.42,3.95,24,2.3,2.2,1.67,1.61,17,-0.5,2.01,1.96,1.95,1.9
P1,06/12/13,Benfica,Arouca,2,2,D,1,1,D,1.17,6.5,19,1.16,7,12,1.2,5.2,11,1.16,6,17,1.17,7.93,21.48,1.17,6,15,1.17,7,13,1.17,7.5,20,38,1.2,1.16,8.16,7,25.05,16.15,27,1.57,1.52,2.51,2.39,21,-2,2.02,1.96,1.94,1.89
P1,07/12/13,Guimaraes,Belenenses,0,0,D,0,0,D,2,3.4,3.75,1.9,3.3,4,1.9,3.2,3.6,1.95,3,4,1.98,3.24,4.62,1.95,3.2,3.8,2,3.3,3.75,2,3.4,4.1,36,2.03,1.96,3.4,3.24,4.59,3.84,29,2.38,2.23,1.65,1.59,17,-0.5,2.02,1.99,1.94,1.86
P1,07/12/13,Pacos Ferreira,Estoril,0,3,A,0,1,A,3,3.25,2.38,2.95,3.2,2.35,2.8,3.1,2.3,2.9,2.9,2.4,3.08,3.18,2.59,2.8,3.2,2.38,2.88,3.25,2.38,3,3.25,2.5,36,3.2,2.89,3.33,3.17,2.59,2.4,34,2.19,2.08,1.78,1.71,19,0,2.16,2.09,1.8,1.75
P1,07/12/13,Porto,Sp Braga,2,0,H,0,0,D,1.57,3.75,6,1.6,3.9,5,1.6,3.6,4.8,1.61,3.5,5.25,1.61,4.06,6.12,1.6,3.75,5,1.62,3.75,5.25,1.65,3.9,5.75,36,1.63,1.6,4.06,3.75,6.12,5.4,34,1.96,1.87,1.96,1.9,19,-1,2.13,2.06,1.83,1.76
P1,08/12/13,Gil Vicente,Sp Lisbon,0,2,A,0,1,A,5.5,3.8,1.62,5.25,3.75,1.6,4.8,3.6,1.6,5.5,3.5,1.57,6.3,3.82,1.64,5,3.75,1.6,5.75,3.6,1.62,6.25,3.8,1.62,35,6.5,5.64,3.9,3.64,1.67,1.6,33,2.09,1.98,1.87,1.79,19,1,1.83,1.77,2.15,2.07
P1,08/12/13,Maritimo,Nacional,2,2,D,1,1,D,2.55,3.4,2.63,2.4,3.3,2.75,2.5,3,2.7,2.45,3.1,2.7,2.73,3.24,2.82,2.38,3.2,2.8,2.5,3.25,2.63,2.62,3.4,2.75,36,2.73,2.54,3.4,3.21,2.82,2.67,34,2.06,1.97,1.89,1.8,19,0,1.97,1.88,2,1.94
P1,08/12/13,Olhanense,Rio Ave,0,1,A,0,0,D,3.6,3.3,2.05,3.3,3.2,2.15,3.2,3.1,2.1,3.6,3,2.05,3.93,3.14,2.19,3.4,3,2.15,3.5,3.2,2.05,3.8,3.3,2.1,35,3.93,3.49,3.32,3.16,2.2,2.1,27,2.41,2.29,1.65,1.56,17,0.5,1.79,1.74,2.19,2.1
P1,09/12/13,Setubal,Academica,1,0,H,0,0,D,2.6,3.2,2.7,2.75,3.1,2.55,2.6,3.1,2.6,2.65,2.87,2.7,2.83,3.07,2.88,2.7,3,2.6,2.63,3.13,2.6,2.7,3.1,2.6,35,2.83,2.67,3.26,3.07,2.88,2.63,28,2.38,2.24,1.65,1.59,19,0,1.99,1.92,1.97,1.9
