Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC0,05/10/13,Hearts,St Mirren,0,2,A,0,1,A,C Thomson,16,17,8,8,13,13,8,1,2,2,0,0,2.2,3.3,3.25,2.1,3.3,3.1,1.9,3.2,3.6,2.2,3.3,3.3,2.19,3.52,3.45,2.3,3.2,3.2,2.2,3.3,3.25,2.2,3.4,3.4,32,2.3,2.16,3.49,3.24,3.6,3.26,30,2.18,2.05,1.81,1.73,15,-0.25,1.94,1.89,2.01,1.96
SC0,05/10/13,Ross County,Aberdeen,1,0,H,0,0,D,A Crawford ,7,7,2,3,12,14,7,14,4,4,0,0,3.3,3.3,2.2,3,3.2,2.2,2.8,3.1,2.3,3.2,3.3,2.25,3.51,3.45,2.19,3.3,3.3,2.2,3.3,3.3,2.2,3.4,3.4,2.2,32,3.56,3.2,3.48,3.27,2.3,2.18,30,2.11,2.03,1.81,1.74,15,0,2.56,2.38,1.7,1.58
SC0,05/10/13,St Johnstone,Inverness C,4,0,H,2,0,H,S McLean,15,5,11,1,10,11,6,3,1,2,0,0,2.6,3.4,2.6,2.55,3.25,2.5,2.4,3.1,2.7,2.6,3.4,2.6,2.71,3.43,2.71,2.7,3.1,2.7,2.63,3.3,2.6,2.7,3.4,2.7,34,2.75,2.58,3.45,3.25,2.76,2.63,32,2.04,1.94,1.92,1.84,16,0,1.96,1.89,1.98,1.93
SC0,07/10/13,Partick,Hibernian,0,1,A,0,0,D,K Clancy,13,6,6,3,14,11,12,2,1,1,0,0,2.3,3.4,3,2.35,3.25,2.7,2.2,3.1,3,2.4,3.3,2.87,2.36,3.33,3.27,2.5,3.25,3.1,2.25,3.3,3,2.3,3.4,3.12,33,2.5,2.29,3.4,3.25,3.27,2.99,31,2.17,2.05,1.82,1.74,16,0,1.71,1.65,2.33,2.22
SC0,19/10/13,Aberdeen,Dundee United,1,0,H,0,0,D,B Madden,4,12,3,2,15,18,7,9,4,0,0,0,2.2,3.25,3.25,2.1,3.25,3.2,2.1,3.1,3.2,2.1,3.3,3.5,2.24,3.45,3.43,2.3,3.1,3.2,2.2,3.25,3.3,2.15,3.4,3.5,34,2.3,2.17,3.45,3.24,3.5,3.26,33,2.25,2.1,1.76,1.7,15,-0.25,1.89,1.86,2.04,1.99
SC0,19/10/13,Hibernian,Celtic,1,1,D,1,0,H,C Murray,4,14,4,6,14,10,1,10,2,0,0,0,7.5,5,1.36,6.5,4.33,1.4,6.5,4,1.4,8,4.5,1.4,8.66,5.13,1.39,8,4.5,1.4,8.5,4.5,1.36,9.5,5,1.36,37,9.5,8.02,5.2,4.53,1.4,1.37,35,1.8,1.69,2.21,2.12,19,1.5,1.81,1.75,2.19,2.1
SC0,19/10/13,Kilmarnock,Ross County,2,0,H,1,0,H,S Finnie,9,4,2,2,9,11,5,4,1,2,0,0,2.4,3.4,2.8,2.3,3.2,2.8,2.4,3.2,2.65,2.45,3.4,2.75,2.56,3.44,2.86,2.6,3.1,2.8,2.5,3.3,2.75,2.6,3.4,2.75,37,2.6,2.48,3.45,3.26,2.88,2.75,36,2.04,1.93,1.92,1.84,18,0,1.89,1.83,2.07,2
SC0,19/10/13,Motherwell,Hearts,2,1,H,0,0,D,B Colvin,18,8,10,5,9,7,8,4,0,0,0,0,1.7,3.5,5.25,1.7,3.6,4.33,1.7,3.4,4.3,1.72,3.5,5,1.72,3.79,5.39,1.75,3.6,4.8,1.67,3.5,5.25,1.7,3.75,5.4,35,1.75,1.69,3.79,3.51,5.39,4.96,34,2.05,1.97,1.91,1.8,16,-0.75,1.94,1.89,2.01,1.95
SC0,19/10/13,St Mirren,St Johnstone,4,3,H,1,1,D,W Collum,6,9,6,5,10,12,3,7,2,2,0,1,3.5,3.6,2,3.4,3.25,2,3.1,3.2,2.1,3.4,3.4,2.1,3.9,3.45,2.07,3.6,3.1,2.15,3.6,3.4,2.05,3.75,3.5,2.05,37,3.9,3.52,3.6,3.33,2.15,2.04,36,2.18,2.07,1.8,1.72,17,0.5,1.84,1.8,2.17,2.06
SC0,20/10/13,Inverness C,Partick,1,2,A,0,1,A,E Norris,11,5,4,2,14,15,12,2,2,4,0,0,1.83,3.6,4.2,1.83,3.3,4,1.75,3.3,4.2,1.83,3.5,4.33,1.98,3.6,4.02,1.95,3.3,4,1.9,3.5,4,1.91,3.6,4.2,37,1.98,1.88,3.6,3.42,4.33,4,36,2.06,1.97,1.91,1.81,17,-0.5,1.99,1.91,1.99,1.94
SC0,26/10/13,Dundee United,St Mirren,4,0,H,2,0,H,I Brines,16,3,5,1,8,8,6,2,0,0,0,0,1.65,3.75,5.25,1.67,3.5,4.6,1.65,3.5,4.5,1.66,3.75,5,1.69,3.9,5.49,1.75,3.4,5,1.67,3.6,5,1.667,3.9,5.4,35,1.75,1.68,3.9,3.6,5.5,4.96,34,1.98,1.92,1.98,1.85,15,-0.75,1.95,1.9,2.01,1.94
SC0,26/10/13,Hibernian,Aberdeen,0,2,A,0,0,D,S McLean,4,11,4,5,8,11,6,7,1,1,0,0,3,3.4,2.3,2.9,3.2,2.25,2.8,3.1,2.3,2.87,3.3,2.4,3.27,3.37,2.34,3.1,3.1,2.4,3,3.4,2.25,3.2,3.3,2.375,35,3.27,3.01,3.4,3.25,2.4,2.3,34,2.25,2.11,1.75,1.69,16,0,2.29,2.18,1.81,1.68
SC0,26/10/13,Kilmarnock,Hearts,2,0,H,1,0,H,K Clancy,16,7,10,4,11,12,8,3,3,3,0,0,2.25,3.4,3.1,2.25,3.2,2.95,2.2,3.1,3,2.3,3.3,3.1,2.29,3.4,3.35,2.3,3.2,3.2,2.25,3.3,3.13,2.25,3.4,3.3,35,2.38,2.25,3.4,3.27,3.35,3.08,34,2.25,2.11,1.77,1.69,16,0,1.67,1.63,2.37,2.26
SC0,27/10/13,Partick,Celtic,1,2,A,0,1,A,W Collum,11,11,6,6,12,8,3,6,1,2,0,0,7,5.25,1.36,7.25,4.75,1.33,6.5,4,1.4,8,4.5,1.4,8.32,4.91,1.42,8,4,1.44,7.5,4.33,1.4,8.5,5,1.4,35,9,7.66,5.25,4.57,1.44,1.38,29,1.7,1.64,2.27,2.13,16,1.5,1.76,1.7,2.25,2.15
SC0,27/10/13,St Johnstone,Motherwell,2,0,H,0,0,D,C Murray,9,7,3,1,6,14,12,3,1,2,0,0,2.5,3.3,2.75,2.5,3.2,2.55,2.4,3.1,2.7,2.62,3.3,2.62,2.61,3.44,2.8,2.62,3.1,2.8,2.5,3.3,2.75,2.7,3.4,2.7,33,2.78,2.55,3.43,3.25,2.8,2.67,32,1.9,1.83,2.05,1.94,16,0,2,1.9,1.98,1.93
SC0,02/11/13,Celtic,Dundee United,1,1,D,0,1,A,A Muir,13,4,5,3,7,5,10,2,0,2,0,0,1.33,4.6,10,1.3,5,7.75,1.37,4.1,7.5,1.33,5,9,1.33,5.5,10.5,1.4,4.5,8,1.36,4.8,8.5,1.36,5.2,9,35,1.4,1.34,5.25,4.69,10,8.47,26,1.67,1.6,2.38,2.24,18,-1.5,2.1,2.01,1.87,1.83
SC0,02/11/13,Hearts,St Johnstone,0,2,A,0,1,A,B Madden,13,14,2,7,6,11,5,4,0,0,0,0,3.2,3.3,2.1,3.1,3.25,2.15,3.3,3.2,2,3.1,3.3,2.25,3.62,3.41,2.17,3.3,3.2,2.25,3.4,3.3,2.1,3.4,3.3,2.25,35,3.62,3.32,3.41,3.25,2.25,2.13,33,2.14,2.02,1.83,1.76,16,0.25,2.06,2.01,1.9,1.84
SC0,02/11/13,Inverness C,Kilmarnock,2,1,H,1,0,H,S McLean,10,8,4,2,14,11,3,3,1,0,0,0,1.7,3.75,4.75,1.72,3.4,4.4,1.7,3.5,4.1,1.8,3.6,4.33,1.78,3.8,4.89,1.83,3.1,5,1.8,3.5,4.5,1.8,3.8,4.5,34,1.83,1.75,3.8,3.49,5,4.53,32,1.95,1.86,2,1.91,16,-0.5,1.83,1.76,2.19,2.09
SC0,03/11/13,Motherwell,Hibernian,1,0,H,1,0,H,A Crawford ,6,9,4,3,11,15,5,6,2,2,1,0,1.8,3.5,4.5,1.75,3.4,4.2,1.75,3.3,4.2,1.83,3.4,4.5,1.8,3.7,4.84,1.91,3.3,4.2,1.8,3.4,4.5,1.91,3.5,4.4,34,1.91,1.81,3.69,3.42,4.77,4.35,32,2.15,2.04,1.8,1.74,15,-0.5,1.86,1.8,2.12,2.05
SC0,04/11/13,Aberdeen,Partick,4,0,H,2,0,H,B Colvin,9,10,3,6,12,10,4,6,1,3,0,0,1.83,3.6,4.2,1.83,3.4,3.9,1.7,3.4,4.3,1.72,3.6,4.5,1.88,3.65,4.44,1.91,3.3,4.2,1.8,3.4,4.5,1.87,3.5,4.4,34,1.91,1.81,3.65,3.4,4.56,4.34,32,2.25,2.09,1.77,1.71,16,-0.5,1.88,1.82,2.08,2.03
SC0,09/11/13,Aberdeen,Hearts,1,3,A,1,0,H,I Brines,16,10,4,7,17,7,7,3,2,2,1,0,1.5,4,7,1.55,3.9,5,1.5,3.8,5.5,1.55,3.75,6.5,1.51,4.26,7.46,1.5,3.75,6.5,1.5,4,6.5,1.5,4.2,7.5,36,1.55,1.5,4.26,3.92,7.5,6.52,34,2.12,2.03,1.85,1.75,18,-1,2.02,1.89,2.03,1.95
SC0,09/11/13,Hibernian,Inverness C,0,2,A,0,2,A,B Madden,8,9,2,4,22,12,7,0,2,0,0,0,3.1,3.4,2.25,2.75,3.4,2.25,3,3.1,2.2,2.8,3.4,2.37,3.06,3.28,2.51,3,3.2,2.25,3,3.3,2.38,3.1,3.4,2.25,36,3.1,2.93,3.4,3.23,2.5,2.34,34,2.2,2.04,1.81,1.74,17,0,2.2,2.13,1.78,1.71
SC0,09/11/13,Motherwell,Dundee United,0,4,A,0,2,A,S McLean,4,17,1,9,9,4,6,3,2,0,0,0,2.4,3.2,3,2.2,3.2,3,2.1,3.1,3.2,2.3,3.25,3.1,2.53,3.4,2.94,2.25,3.2,3,2.38,3.25,2.88,2.5,3.4,2.88,35,2.63,2.44,3.4,3.26,3.2,2.79,33,1.93,1.84,2.05,1.93,17,0,1.93,1.82,2.14,2.01
SC0,09/11/13,Partick,St Mirren,0,3,A,0,1,A,J Beaton,11,10,4,5,10,13,14,2,0,2,1,0,1.95,3.5,3.8,2,3.3,3.4,1.9,3.2,3.6,2.05,3.3,3.6,2.01,3.55,3.99,1.95,3.25,3.75,2,3.3,3.75,2,3.5,3.9,36,2.19,2.06,3.45,3.29,3.75,3.46,34,2.16,2.02,1.83,1.76,16,-0.5,2.22,2.13,1.86,1.74
SC0,09/11/13,Ross County,Celtic,1,4,A,0,1,A,K Clancy,3,19,2,8,15,10,1,6,4,1,0,0,9,5,1.33,6.75,4.6,1.36,6.5,4,1.4,8,4.5,1.4,8.8,5.21,1.38,7.5,4.5,1.36,8,4.5,1.36,9,5.2,1.36,35,9,7.76,5.04,4.64,1.41,1.36,26,1.67,1.6,2.38,2.22,18,1.5,1.85,1.75,2.23,2.09
SC0,09/11/13,St Johnstone,Kilmarnock,3,1,H,2,0,H,W Collum,11,6,8,3,12,19,1,2,0,0,0,2,1.8,3.5,4.5,1.8,3.5,3.9,1.7,3.4,4.3,1.8,3.5,4.33,1.79,3.67,4.99,1.75,3.5,4.33,1.8,3.5,4.5,1.8,3.6,4.8,34,1.8,1.76,3.75,3.49,4.99,4.45,32,2.04,1.96,1.91,1.82,15,-0.5,1.8,1.76,2.19,2.1
SC0,17/11/13,St Mirren,Ross County,2,1,H,1,0,H,W Collum,18,2,9,1,15,20,13,4,2,2,0,2,2.2,3.5,3.1,2.25,3.25,2.85,2.3,3.1,2.8,2.37,3.3,2.9,2.35,3.38,3.23,2.4,3.2,3,2.3,3.3,3,2.3,3.5,3.13,30,2.4,2.3,3.5,3.26,3.23,3,28,1.99,1.9,1.96,1.88,15,0,1.73,1.67,2.33,2.2
SC0,23/11/13,Celtic,Aberdeen,3,1,H,1,1,D,C Thomson,21,8,11,4,5,1,8,5,1,0,0,0,1.44,4.33,7,1.4,4.25,6.75,1.45,3.9,6,1.44,4.33,7,1.46,4.75,7.39,1.44,4,8,1.44,4.33,7,1.45,4.75,7,34,1.46,1.42,4.8,4.3,8,7.16,27,1.73,1.65,2.22,2.14,16,-1,1.81,1.74,2.18,2.11
SC0,23/11/13,Dundee United,Partick,4,1,H,1,0,H,W Collum,15,5,10,4,8,11,4,7,4,3,0,2,1.67,3.8,5,1.65,3.6,4.6,1.7,3.4,4.3,1.66,3.75,5,1.75,3.87,4.85,1.75,3.4,5,1.67,3.6,4.8,1.67,4,5.2,34,1.75,1.68,3.87,3.66,5.2,4.8,32,1.98,1.89,1.97,1.88,15,-0.75,1.98,1.94,1.95,1.91
SC0,23/11/13,Hearts,Ross County,2,2,D,1,1,D,A Crawford ,12,10,5,4,8,15,12,5,0,4,0,1,2.15,3.4,3.3,2.1,3.2,3.2,1.9,3.2,3.6,2.2,3.4,3.2,2.29,3.38,3.35,2.25,3.2,3.3,2.2,3.3,3.2,2.3,3.4,3.2,34,2.3,2.19,3.4,3.28,3.6,3.2,32,1.98,1.88,1.95,1.88,15,-0.25,1.99,1.93,1.96,1.92
SC0,23/11/13,Inverness C,St Johnstone,1,0,H,1,0,H,J Beaton,9,3,3,0,11,13,3,6,1,3,0,0,2.2,3.3,3.25,2.1,3.2,3.25,2.1,3.1,3.2,2.2,3.4,3.2,2.41,3.37,3.15,2.3,3.2,3.2,2.3,3.25,3,2.38,3.4,3.1,34,2.4,2.25,3.4,3.25,3.4,3.11,32,2.13,1.97,1.86,1.8,15,-0.5,2.41,2.3,1.69,1.63
SC0,23/11/13,Kilmarnock,Motherwell,0,2,A,0,0,D,S Finnie,13,10,6,3,12,10,5,6,2,2,0,0,3.2,3.4,2.2,3,3.2,2.2,2.8,3.1,2.3,3,3.4,2.3,3.38,3.26,2.34,3.1,3.1,2.4,3.13,3.3,2.25,3.2,3.4,2.3,33,3.38,3.08,3.4,3.23,2.4,2.27,31,2,1.88,1.96,1.89,15,0,2.37,2.23,1.7,1.66
SC0,23/11/13,St Mirren,Hibernian,0,0,D,0,0,D,S McLean,8,4,3,2,3,11,6,8,0,2,0,0,2.38,3.3,2.9,2.5,3.2,2.55,2.4,3.1,2.7,2.4,3.3,2.87,2.62,3.27,2.91,2.7,3.1,2.7,2.5,3.3,2.8,2.5,3.3,3,34,2.62,2.46,3.32,3.21,3,2.81,32,2.18,2.05,1.8,1.73,17,0,1.83,1.77,2.14,2.06
SC0,06/12/13,Motherwell,Celtic,0,5,A,0,1,A,S McLean,3,19,0,14,13,8,2,7,2,1,0,0,8,4.5,1.4,7,4.1,1.4,5.5,3.8,1.5,7,4,1.5,7.72,4.69,1.47,6,4.33,1.5,6,3.8,1.53,7.5,4.6,1.45,39,8,7.02,4.68,4.27,1.53,1.44,38,1.8,1.7,2.27,2.1,22,1,2.26,2.16,1.84,1.7
SC0,07/12/13,Dundee United,Hearts,4,1,H,1,1,D,C Thomson,17,5,8,1,8,16,10,1,2,3,0,0,1.44,4.33,7,1.42,4,6.75,1.45,3.9,6,1.44,4.2,7.5,1.44,4.65,8.17,1.44,4,8,1.44,4.33,7.5,1.45,4.6,7.5,36,1.45,1.42,4.64,4.28,8.5,7.44,35,1.8,1.69,2.25,2.11,18,-1,1.74,1.66,2.29,2.21
SC0,07/12/13,Hibernian,Partick,1,1,D,0,0,D,J Beaton,14,5,6,4,11,14,11,2,3,2,0,0,2.1,3.4,3.4,1.95,3.4,3.4,2,3.2,3.3,2,3.3,3.75,2.19,3.44,3.53,2.2,3.3,3.3,2.1,3.3,3.4,2.15,3.4,3.6,35,2.2,2.1,3.52,3.28,3.75,3.39,29,2.2,2.1,1.75,1.66,17,-0.25,1.88,1.83,2.06,2
SC0,07/12/13,Ross County,Kilmarnock,1,2,A,1,2,A,B Madden,11,15,4,5,7,9,4,3,0,0,0,0,2.5,3.3,2.75,2.5,3.2,2.6,2.4,3.1,2.7,2.5,3.3,2.75,2.6,3.55,2.75,2.7,3.1,2.7,2.6,3.2,2.63,2.6,3.5,2.7,36,2.7,2.54,3.55,3.21,2.88,2.7,35,1.94,1.85,2,1.92,19,0,1.91,1.85,2.02,1.96
SC0,07/12/13,St Johnstone,Aberdeen,0,2,A,0,1,A,W Collum,3,10,2,5,6,15,2,7,0,1,1,0,2.55,3.25,2.75,2.55,3.25,2.5,2.55,3.1,2.55,2.62,3.25,2.62,2.67,3.2,2.92,2.7,3.1,2.7,2.6,3.13,2.75,2.62,3.25,2.88,36,2.75,2.6,3.3,3.13,2.92,2.7,29,2.31,2.2,1.72,1.62,19,0,1.91,1.86,2.03,1.95
SC0,07/12/13,St Mirren,Inverness C,0,0,D,0,0,D,C Murray,12,8,4,2,9,12,11,6,1,2,0,0,3.5,3.3,2.1,3.25,3.25,2.05,3.3,3.2,2,3.4,3.4,2.1,3.62,3.43,2.17,3.3,3.3,2.2,3.4,3.3,2.1,3.4,3.4,2.2,35,3.65,3.37,3.4,3.27,2.2,2.12,34,2.06,1.96,1.88,1.81,17,0.25,2.03,1.97,1.93,1.86
